"學年度","學制","行政區","學校名稱","學區類型","村里","鄰里備註","資料來源"
"115","國小","板橋區","板橋國小","基本學區","留侯里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","流芳里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","赤松里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","黃石里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","挹秀里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","自強里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","光華里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","新興里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","民權里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","民安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","基本學區","建國里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","自由學區","湳興里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","自由學區","漢生里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","自由學區","光榮里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","板橋國小","自由學區","社後里","(1-3鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","廣德里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","福德里","(1-7、26-28鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","仁愛里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","福星里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","大豐里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","華興里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","鄉雲里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","華貴里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","華福里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","華東里","(1-6、19-21鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","基本學區","景星里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","自由學區","重慶里","(5-13、17-19、21-25、30-31、33-35鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","自由學區","後埔里","(1-13鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","後埔國小","自由學區","湳興里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","忠誠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","陽明里","含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","宏翠里","(1鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","仁翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","新埔里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","新翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","朝陽里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","吉翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","滿翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","明翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","介壽里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","百壽里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","新民里","(2-9、26鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","基本學區","文化里","(1-6鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","自由學區","文化里","(7-17鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","自由學區","聯翠里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","自由學區","宏翠里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","新埔國小","自由學區","文德里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","埔墘里","(18-23鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","雙玉里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","振興里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","振義里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","廣新里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","玉光里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","光仁里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","西安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","東丘里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","民生里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","九如里","(12、13鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","正泰里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","基本學區","港嘴里","(8-17、21、25鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","自由學區","莊敬里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","埔墘國小","自由學區","埤墘里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","民族里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","深丘里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","香丘里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","海山里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","長安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","東安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","福丘里","(8-19鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","九如里","(12、13鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","海山國小","基本學區","新民里","(1、10-25鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","基本學區","江翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","基本學區","純翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","基本學區","柏翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","基本學區","文翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","基本學區","溪頭里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","基本學區","松翠里","(1-8、14-16鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","自由學區","青翠里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","自由學區","松翠里","(9-13、17、18鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","江翠國小","自由學區","聯翠里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","基本學區","永安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","基本學區","華翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","基本學區","莒光里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","基本學區","忠翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","基本學區","華江里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","自由學區","文化里","(7-17鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","自由學區","莊敬里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","自由學區","港嘴里","(1-3、18、22-24鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","自由學區","埤墘里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","莒光國小","自由學區","聯翠里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","基本學區","香社里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","基本學區","香雅里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","基本學區","社後里","(4-28鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","基本學區","中正里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","基本學區","港德里","(1-19、21-23鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","基本學區","國光里","(1-16鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","基本學區","自立里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","自由學區","光榮里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","自由學區","社後里","(1-3鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","國光國小","自由學區","港尾里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","中山國小","基本學區","大安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中山國小","基本學區","福安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中山國小","基本學區","聚安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中山國小","基本學區","龍安里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中山國小","基本學區","中山里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中山國小","基本學區","復興里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","沙崙國小","基本學區","溪北里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","沙崙國小","基本學區","崑崙里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","沙崙國小","基本學區","成和里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","基本學區","嵐翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","基本學區","文聖里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","基本學區","福翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","基本學區","懷翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","基本學區","龍翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","基本學區","松柏里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","基本學區","港嘴里","(4-7、19、20鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","自由學區","青翠里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","自由學區","松翠里","(9-13、17、18鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","文聖國小","自由學區","港嘴里","(1-3、18、22-24鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","德翠里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","新海里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","公舘里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","幸福里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","文德里","(12鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","新生里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","金華里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","國光里","(17-20鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","基本學區","港德里","(20、24-29鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","自由學區","漢生里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","自由學區","港尾里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","自由學區","宏翠里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","文德國小","自由學區","文德里","自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","基本學區","福祿里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","基本學區","福德里","(8-25鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","基本學區","國泰里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","基本學區","後埔里","(14-17鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","基本學區","福丘里","(1-7鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","基本學區","民生里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","基本學區","國光里","(1-12、23-39鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","自由學區","後埔里","(1-13鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","實踐國小","自由學區","國光里","(13-22鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","大觀國小","基本學區","華中里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","大觀國小","基本學區","僑中里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","大觀國小","基本學區","大觀里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","大觀國小","基本學區","歡園里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","大觀國小","基本學區","浮洲里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","大觀國小","自由學區","湳興里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","溪洲國小","基本學區","溪洲里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","溪洲國小","基本學區","溪福里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","溪洲國小","基本學區","堂春里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","信義國小","基本學區","華德里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","信義國小","基本學區","信義里","含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","板橋區","信義國小","基本學區","華東里","(除1-6、19-21鄰)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","板橋區","信義國小","基本學區","復興里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","重慶國小","基本學區","和平里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","重慶國小","基本學區","廣福里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","重慶國小","基本學區","五權里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","重慶國小","基本學區","重慶里","(1-4、14-16、20、26-29、32、36-38鄰)","school/115_elementary_zones.pdf"
"115","國小","板橋區","重慶國小","自由學區","重慶里","(5-13、17-19、21-25、30-31、33-35鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","板橋區","中和區光復國小","基本學區","福壽里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中和區光復國小","基本學區","居仁里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中和區光復國小","基本學區","富貴里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中和區光復國小","基本學區","長壽里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中和區光復國小","基本學區","光復里","","school/115_elementary_zones.pdf"
"115","國小","板橋區","中和區光復國小","基本學區","埔墘里","(1-17鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","基本學區","土城里","","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","基本學區","埤塘里","","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","基本學區","員仁里","","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","基本學區","員信里","","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","基本學區","員林里","","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","基本學區","員福里","","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","基本學區","大安里","","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","基本學區","長風里","","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","自由學區","柑林里","(1-15、17-18鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","土城國小","自由學區","永寧里","自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","清水里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","永豐里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","永富里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","清和里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","青雲里","(1-10、17-18鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","清化里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","廷寮里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","清溪里","(8-10、15-43、45-47、50-53鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","基本學區","青山里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","自由學區","柑林里","(1-15、17-18鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","自由學區","金城里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","自由學區","延吉里","","school/115_elementary_zones.pdf"
"115","國小","土城區","清水國小","自由學區","清溪里","(1-7、11-14、44、48-49鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","安和國小","基本學區","安和里","","school/115_elementary_zones.pdf"
"115","國小","土城區","安和國小","基本學區","延和里","","school/115_elementary_zones.pdf"
"115","國小","土城區","安和國小","自由學區","平和里","自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","安和國小","自由學區","延壽里","自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","安和國小","自由學區","延祿里","自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","安和國小","自由學區","金城里","自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","安和國小","自由學區","延吉里","自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","安和國小","自由學區","清溪里","(1-7、11-14、44、48-49鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","埤林里","(8、10-19、21-38鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","廣興里","(1-5鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","學府里","(1-5、10-12、14-22鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","廣福里","","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","柑林里","(16、19-21鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","學士里","","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","中正里","","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","學成里","(1-14、18鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","基本學區","青雲里","(11-16、19-21鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","自由學區","柑林里","(1-15、17-18鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","自由學區","學府里","(6-9、13鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","自由學區","埤林里","(1-7、9、20鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","廣福國小","自由學區","廣興里","(6-18鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","頂埔國小","基本學區","祖田里","","school/115_elementary_zones.pdf"
"115","國小","土城區","頂埔國小","基本學區","頂新里","","school/115_elementary_zones.pdf"
"115","國小","土城區","頂埔國小","基本學區","頂福里","","school/115_elementary_zones.pdf"
"115","國小","土城區","頂埔國小","基本學區","頂埔里","","school/115_elementary_zones.pdf"
"115","國小","土城區","頂埔國小","基本學區","沛陂里","","school/115_elementary_zones.pdf"
"115","國小","土城區","頂埔國小","自由學區","永寧里","自由學區","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","基本學區","日新里","","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","基本學區","日和里","","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","基本學區","裕生里","","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","基本學區","樂利里","","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","基本學區","明德里","","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","基本學區","學成里","(15-17鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","自由學區","貨饒里","","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","自由學區","學府里","(6-9、13鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","自由學區","埤林里","(1-7、9、20鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","樂利國小","自由學區","柑林里","(1-15、17-18鄰)","school/115_elementary_zones.pdf"
"115","國小","土城區","板橋區信義國小","基本學區","瑞興里","","school/115_elementary_zones.pdf"
"115","國小","土城區","板橋區信義國小","基本學區","復興里","","school/115_elementary_zones.pdf"
"115","國小","土城區","板橋區信義國小","自由學區","貨饒里","","school/115_elementary_zones.pdf"
"115","國小","土城區","板橋區信義國小","自由學區","廣興里","(6-18鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","三多國小","基本學區","三興里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","三多國小","基本學區","三福里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","三多國小","基本學區","三龍里","(16鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","樹林區","三多國小","基本學區","三多里","(6-10、15、17-21鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","三多國小","自由學區","圳生里","(2-9鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","三多國小","自由學區","三多里","(1-5、11-14、16鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","三多國小","自由學區","三龍里","自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","武林國小","基本學區","光興里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","武林國小","基本學區","金寮里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","武林國小","自由學區","潭底里","(1-10鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","武林國小","自由學區","圳安里","(3鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","武林國小","自由學區","圳民里","(16鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","武林國小","自由學區","圳生里","(2-9鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","武林國小","自由學區","三多里","(1-5、11-14、16鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","基本學區","文林里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","基本學區","保安里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","基本學區","圳福里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","基本學區","圳安里","(1-2、4-23鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","基本學區","潭底里","(11-33鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","基本學區","圳生里","(1、10、11鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","基本學區","圳民里","(1-15鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","基本學區","樹福里","(19鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","自由學區","圳安里","(3鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","自由學區","圳民里","(16鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","自由學區","潭底里","(1-10鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","文林國小","自由學區","圳生里","(2-9鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","樹北里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","樹西里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","育英里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","樹德里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","樹興里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","樹東里","(1-10、12鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","樹福里","(1-18、20鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","樹人里","(7-21鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","基本學區","樹南里","(1-11、24-29鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","樹林國小","自由學區","潭底里","(1-10鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","育林國小","基本學區","坡內里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","育林國小","基本學區","東昇里","(1-8、17-28鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","育林國小","基本學區","樹人里","(1-6鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","育林國小","基本學區","樹南里","(12-23鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","樹東里","(11、16鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","太順里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","中華里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","大同里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","和平里","(1、2、3、18、19、20、28鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","東陽里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","東昇里","(9-16鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","東山里","(1鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","彭厝里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","基本學區","彭興里","(1、2鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","自由學區","彭福里","(1-4、17-20鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","大同國小","自由學區","樹東里","(13鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","彭福國小","基本學區","和平里","(4-17、21-27鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","彭福國小","基本學區","樹東里","(14、15鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","彭福國小","基本學區","彭興里","(3-41鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","彭福國小","基本學區","彭福里","(5-16、21-33鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","彭福國小","自由學區","彭福里","(1-4、17-20鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","彭福國小","自由學區","樹東里","(13鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","山佳國小","基本學區","東山里","(2-20鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","山佳國小","基本學區","山佳里","(5-18鄰)","school/115_elementary_zones.pdf"
