"學年度","學制","行政區","學校名稱","學區類型","村里","鄰里備註","資料來源"
"115","國小","汐止區","保長國小","基本學區","保安里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","白雲國小","基本學區","橫科里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","白雲國小","基本學區","福山里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","白雲國小","自由學區","白雲里","(1-9鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","汐止區","白雲國小","自由學區","宜興里","自由學區","school/115_elementary_zones.pdf"
"115","國小","汐止區","白雲國小","自由學區","東勢里","自由學區","school/115_elementary_zones.pdf"
"115","國小","汐止區","東山國小","基本學區","東山里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","樟樹國小","基本學區","忠孝里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","樟樹國小","基本學區","山光里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","樟樹國小","基本學區","厚德里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","樟樹國小","基本學區","樟樹里","(1-5、12-14鄰)","school/115_elementary_zones.pdf"
"115","國小","汐止區","樟樹國小","自由學區","樟樹里","(9鄰)","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","基本學區","北峰里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","基本學區","金龍里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","基本學區","湖光里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","基本學區","湖蓮里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","基本學區","湖興里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","基本學區","北山里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","基本學區","環河里","(1-5鄰)","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","自由學區","長青里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","金龍國小","自由學區","忠山里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","青山國中小國小部","基本學區","文化里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","青山國中小國小部","基本學區","自強里","","school/115_elementary_zones.pdf"
"115","國小","汐止區","青山國中小國小部","自由學區","白雲里","(10-26鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","萬里區","萬里國小","基本學區","萬里里","","school/115_elementary_zones.pdf"
"115","國小","萬里區","萬里國小","基本學區","北基里","","school/115_elementary_zones.pdf"
"115","國小","萬里區","萬里國小","基本學區","龜吼里","","school/115_elementary_zones.pdf"
"115","國小","萬里區","萬里國小","基本學區","中幅里","","school/115_elementary_zones.pdf"
"115","國小","萬里區","野柳國小","基本學區","野柳里","","school/115_elementary_zones.pdf"
"115","國小","萬里區","大鵬國小","基本學區","大鵬里","","school/115_elementary_zones.pdf"
"115","國小","萬里區","大鵬國小","基本學區","磺潭里","","school/115_elementary_zones.pdf"
"115","國小","萬里區","大鵬國小","基本學區","雙興里","(9鄰)","school/115_elementary_zones.pdf"
"115","國小","萬里區","崁腳國小","基本學區","溪底里","(1鄰)","school/115_elementary_zones.pdf"
"115","國小","萬里區","大坪國小","基本學區","溪底里","(1鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","萬里區","大坪國小","基本學區","雙興里","(9鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","三界里","","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","和平里","","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","大同里","","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","豐漁里","","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","磺港里","","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","清泉里","(1、2鄰)","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","六股里","(1-5鄰)","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","金美里","(2、7、8、10、14鄰)","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","基本學區","美田里","(1-23鄰)","school/115_elementary_zones.pdf"
"115","國小","金山區","金山國小","自由學區","六股里","","school/115_elementary_zones.pdf"
"115","國小","金山區","金美國小","基本學區","五湖里","","school/115_elementary_zones.pdf"
"115","國小","金山區","金美國小","基本學區","金美里","(1、3-6、9、11-13、15-35鄰)","school/115_elementary_zones.pdf"
"115","國小","金山區","金美國小","基本學區","美田里","(24、25鄰)","school/115_elementary_zones.pdf"
"115","國小","金山區","三和國小","基本學區","重和里","","school/115_elementary_zones.pdf"
"115","國小","金山區","三和國小","基本學區","兩湖里","","school/115_elementary_zones.pdf"
"115","國小","金山區","三和國小","基本學區","六股里","(7、8鄰)","school/115_elementary_zones.pdf"
"115","國小","金山區","三和國小","自由學區","六股里","","school/115_elementary_zones.pdf"
"115","國小","金山區","中角國小","基本學區","清泉里","(3-10鄰)","school/115_elementary_zones.pdf"
"115","國小","金山區","中角國小","基本學區","西湖里","","school/115_elementary_zones.pdf"
"115","國小","金山區","中角國小","基本學區","萬壽里","","school/115_elementary_zones.pdf"
"115","國小","金山區","中角國小","基本學區","永興里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","新店里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","國校里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","張南里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","文中里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","廣明里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","文明里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","中興里","(15-18鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","頂城里","(1-10鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","直潭里","(1-7鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","塗潭里","(1-3鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","粗坑里","(1、2、3、9鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","基本學區","太平里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","自由學區","美城里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新店國小","自由學區","青潭里","(1-2鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","明德里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","國豐里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","信義里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","大豐里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","江陵里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","大鵬里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","忠孝里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","建國里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","百和里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","大同里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","復興里","","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","仁愛里","(13-19鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","基本學區","寶安里","(14-39鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","自由學區","中山里","自由學區","school/115_elementary_zones.pdf"
"115","國小","新店區","大豐國小","自由學區","和平里","自由學區","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","新德里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","中央里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","中正里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","中華里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","福民里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","百忍里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","百福里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","新生里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","基本學區","福德里","","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","自由學區","中山里","自由學區","school/115_elementary_zones.pdf"
"115","國小","新店區","中正國小","自由學區","和平里","自由學區","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","新安里","","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","忠誠里","","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","寶興里","","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","張北里","","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","寶福里","","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","中興里","(1-14鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","長春里","","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","寶安里","(1-13鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","基本學區","仁愛里","(1-12鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","北新國小","自由學區","美潭里","(16-20鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","基本學區","下城里","","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","基本學區","公崙里","","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","基本學區","德安里","(1-17鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","基本學區","頂城里","(11-18鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","基本學區","明城里","","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","基本學區","安昌里","","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","基本學區","達觀里","","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","基本學區","柴埕里","(25-27鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","自由學區","柴埕里","(25-27鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","安坑國小","自由學區","德安里","(18-28鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","新和國小","基本學區","永安里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新和國小","基本學區","安和里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新和國小","基本學區","新和里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新和國小","基本學區","永平里","","school/115_elementary_zones.pdf"
"115","國小","新店區","新和國小","自由學區","柴埕里","(25-27鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","直潭國小","基本學區","直潭里","(8-22鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","直潭國小","基本學區","塗潭里","(4-11鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","直潭國小","基本學區","華城里","","school/115_elementary_zones.pdf"
"115","國小","新店區","直潭國小","自由學區","美城里","","school/115_elementary_zones.pdf"
"115","國小","新店區","青潭國小","基本學區","青潭里","(3-22鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","青潭國小","基本學區","美潭里","(1-15鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","青潭國小","基本學區","員潭里","","school/115_elementary_zones.pdf"
"115","國小","新店區","青潭國小","自由學區","青潭里","(1-2鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","青潭國小","自由學區","美潭里","(16-20鄰)","school/115_elementary_zones.pdf"
"115","國小","新店區","屈尺國小","基本學區","屈尺里","","school/115_elementary_zones.pdf"
"115","國小","新店區","屈尺國小","基本學區","廣興里","","school/115_elementary_zones.pdf"
"115","國小","新店區","屈尺國小","基本學區","粗坑里","(1、2、3、9鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","新店區","龜山國小","基本學區","龜山里","","school/115_elementary_zones.pdf"
"115","國小","新店區","雙城國小","基本學區","雙城里","","school/115_elementary_zones.pdf"
"115","國小","新店區","雙城國小","基本學區","日興里","","school/115_elementary_zones.pdf"
"115","國小","新店區","雙城國小","基本學區","香坡里","","school/115_elementary_zones.pdf"
"115","國小","新店區","雙城國小","自由學區","玫瑰里","","school/115_elementary_zones.pdf"
"115","國小","新店區","雙城國小","自由學區","吉祥里","","school/115_elementary_zones.pdf"
"115","國小","新店區","雙峰國小","基本學區","雙坑里","","school/115_elementary_zones.pdf"
"115","國小","新店區","達觀國中小國小部","基本學區","小城里","","school/115_elementary_zones.pdf"
"115","國小","新店區","達觀國中小國小部","自由學區","玫瑰里","自由學區","school/115_elementary_zones.pdf"
"115","國小","新店區","達觀國中小國小部","自由學區","吉祥里","自由學區","school/115_elementary_zones.pdf"
"115","國小","新店區","達觀國中小國小部","自由學區","德安里","(18-28鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","深坑區","深坑國小","自由學區","土庫里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","石碇國小","基本學區","石碇里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","石碇國小","基本學區","潭邊里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","石碇國小","基本學區","烏塗里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","石碇國小","基本學區","彭山里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","石碇國小","基本學區","豐田里","(1-5鄰)","school/115_elementary_zones.pdf"
"115","國小","石碇區","石碇國小","自由學區","石碇里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","石碇國小","自由學區","豐田里","(6-7鄰)","school/115_elementary_zones.pdf"
"115","國小","石碇區","永定國小","基本學區","永定里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","永定國小","基本學區","中民里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","永定國小","基本學區","光明里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","永定國小","自由學區","豐田里","(6-7鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","石碇區","和平國小","基本學區","隆盛里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","和平國小","基本學區","豐林里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","雲海國小","基本學區","格頭里","","school/115_elementary_zones.pdf"
"115","國小","石碇區","雲海國小","基本學區","永安里","","school/115_elementary_zones.pdf"
"115","國小","烏來區","烏來國中小國小部","基本學區","烏來里","","school/115_elementary_zones.pdf"
"115","國小","烏來區","烏來國中小國小部","基本學區","忠治里","","school/115_elementary_zones.pdf"
"115","國小","烏來區","烏來國中小國小部","基本學區","孝義里","","school/115_elementary_zones.pdf"
"115","國小","烏來區","烏來國中小國小部","基本學區","信賢里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞柑國小","基本學區","柑坪里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞柑國小","自由學區","新峰里","自由學區","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","基本學區","龍興里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","基本學區","龍川里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","基本學區","東和里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","基本學區","龍潭里","(9-13鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","自由學區","新峰里","自由學區","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","自由學區","龍鎮里","(1-4鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","自由學區","龍安里","(10-11鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","自由學區","碩仁里","自由學區","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞芳國小","自由學區","傑魚里","(5-7鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","義方國小","基本學區","龍山里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","義方國小","基本學區","龍潭里","(1-8鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","義方國小","基本學區","龍鎮里","(5-15鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","義方國小","基本學區","龍安里","(1-9鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","義方國小","自由學區","龍鎮里","(1-4鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","義方國小","自由學區","龍安里","(10-11鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","九份國小","基本學區","福住里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","九份國小","基本學區","崇文里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","九份國小","基本學區","基山里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","九份國小","基本學區","頌德里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","九份國小","基本學區","永慶里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瓜山國小","基本學區","新山里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瓜山國小","基本學區","銅山里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瓜山國小","基本學區","石山里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瓜山國小","基本學區","瓜山里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","鼻頭國小","基本學區","鼻頭里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","鼻頭國小","基本學區","南雅里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞濱國小","基本學區","海濱里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞濱國小","基本學區","瑞濱里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞濱國小","基本學區","深澳里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","吉慶國小","基本學區","吉慶里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","吉慶國小","基本學區","吉安里","","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","吉慶國小","基本學區","上天里","(9-12鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","吉慶國小","自由學區","上天里","(7-8鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞亭國小","基本學區","傑魚里","(1-4、8-10鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞亭國小","基本學區","上天里","(1-6鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞亭國小","自由學區","上天里","(7-8鄰)","school/115_elementary_zones.pdf"
"115","國小","瑞芳區","瑞亭國小","自由學區","傑魚里","(5-7鄰)","school/115_elementary_zones.pdf"
"115","國小","雙溪區","雙溪國小","基本學區","共和里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","雙溪國小","基本學區","魚行里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","雙溪國小","基本學區","新基里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","雙溪國小","基本學區","平林里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","雙溪國小","基本學區","雙溪里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","雙溪國小","基本學區","泰平里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","雙溪國小","基本學區","三港里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","雙溪國小","基本學區","牡丹里","(1-6、23-26鄰)","school/115_elementary_zones.pdf"
"115","國小","雙溪區","上林國小","基本學區","上林里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","柑林國小","基本學區","外柑里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","柑林國小","基本學區","長源里","","school/115_elementary_zones.pdf"
"115","國小","雙溪區","牡丹國小","基本學區","牡丹里","(7-22、27-38鄰)","school/115_elementary_zones.pdf"
"115","國小","雙溪區","牡丹國小","基本學區","三貂里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","貢寮國小","基本學區","貢寮里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","貢寮國小","基本學區","雙玉里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","貢寮國小","基本學區","龍崗里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","貢寮國小","基本學區","龍門里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","貢寮國小","基本學區","吉林里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","和美國小","基本學區","和美里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","澳底國小","基本學區","真理里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","澳底國小","基本學區","仁里里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","澳底國小","基本學區","美豐里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","福隆國小","基本學區","福隆里","","school/115_elementary_zones.pdf"
"115","國小","貢寮區","福連國小","基本學區","福連里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","十分國小","基本學區","望古里","(3-8鄰)","school/115_elementary_zones.pdf"
"115","國小","平溪區","十分國小","基本學區","南山里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","十分國小","基本學區","平湖里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","十分國小","基本學區","新寮里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","十分國小","基本學區","十分里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","平溪國小","基本學區","石底里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","平溪國小","基本學區","平溪里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","平溪國小","基本學區","嶺腳里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","平溪國小","基本學區","東勢里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","平溪國小","基本學區","望古里","(1-2鄰)","school/115_elementary_zones.pdf"
"115","國小","平溪區","菁桐國小","基本學區","薯榔里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","菁桐國小","基本學區","菁桐里","","school/115_elementary_zones.pdf"
"115","國小","平溪區","菁桐國小","基本學區","白石里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","基本學區","清文里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","基本學區","協元里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","基本學區","長庚里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","基本學區","草東里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","基本學區","永吉里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","基本學區","北投里","(12鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","基本學區","中興里","(6-7、11-17鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","自由學區","新義里","(1-7鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","自由學區","中興里","(1-5、8-10、18鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","自由學區","北投里","(5-8鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","自由學區","水碓里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","自由學區","正德里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","淡水國小","自由學區","北新里","(1、10-16鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","鄧公國小","基本學區","幸福里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","鄧公國小","基本學區","鄧公里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","鄧公國小","基本學區","學府里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","鄧公國小","自由學區","竿蓁里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","鄧公國小","自由學區","北新里","(2-9、17-20鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","鄧公國小","自由學區","中興里","(1-5、8-10、18鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","鄧公國小","自由學區","樹興里","(9-12鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","鄧公國小","自由學區","北投里","(13-15鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","新興國小","基本學區","新義里","(8-14鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","新興國小","基本學區","新興里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","新興國小","基本學區","新春里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","新興國小","基本學區","新民里","(3-12鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","新興國小","自由學區","新義里","(1-7鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","新興國小","自由學區","新民里","(1-2鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","新興國小","自由學區","崁頂里","(3鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","文化國小","基本學區","民安里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","文化國小","基本學區","新生里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","文化國小","基本學區","文化里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","文化國小","自由學區","水碓里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","文化國小","自由學區","正德里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","文化國小","自由學區","北新里","(1、10-16鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","文化國小","自由學區","新義里","(1-7鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","文化國小","自由學區","新民里","(1-2鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","育英國小","基本學區","埤島里","(3-13鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","育英國小","自由學區","埤島里","(1-2鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","育英國小","自由學區","忠山里","(1-2、7-8鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","育英國小","自由學區","義山里","(1-3、9-11鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","興仁國小","基本學區","興仁里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","興仁國小","基本學區","賢孝里","(4-7鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","興仁國小","基本學區","義山里","(4-8、12-19鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","興仁國小","基本學區","蕃薯里","(7-10鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","興仁國小","自由學區","忠山里","(1-2、7-8鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","興仁國小","自由學區","蕃薯里","(5-6鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","興仁國小","自由學區","義山里","(1-3、9-11鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","新市國小","基本學區","北投里","(1-3、16-19鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","新市國小","自由學區","埤島里","(1-2鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","新市國小","自由學區","北投里","(4、9-11、20-22鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","水源國小","基本學區","水源里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","水源國小","基本學區","忠寮里","(1-7、12-13鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","水源國小","自由學區","北投里","","school/115_elementary_zones.pdf"
"115","國小","淡水區","水源國小","自由學區","樹興里","(1-2鄰)","school/115_elementary_zones.pdf"
"115","國小","淡水區","水源國小","自由學區","忠寮里","(8-9鄰)","school/115_elementary_zones.pdf"
