"﻿縣市別","村里","納稅單位(戶)","綜合所得總額","平均數","中位數","第一分位數","第三分位數","標準差","變異係數"
"新北市林口區","仁愛里","2394","2697979","1127","633","289","1468","1570.96","139.40"
"新北市林口區","麗林里","2966","3042119","1026","612","271","1309","1248.02","121.68"
"新北市林口區","麗園里","1325","1136746","858","445","206","896","2249.22","262.17"
"新北市林口區","其他","2","1220","610","610","386","835","634.79","104.04"
"新北市林口區","合計","39173","42229601","1078","611","278","1330","1657.74","153.78"
"新北市五股區","興珍里","1492","937013","628","387","185","728","1070.51","170.46"
"新北市五股區","更寮里","289","161896","560","397","175","721","628.93","112.27"
"新北市五股區","集福里","1065","572870","538","413","205","693","509.43","94.71"
"新北市五股區","觀音里","300","156524","522","357","186","688","528.09","101.22"
"新北市五股區","成州里","1606","926973","577","385","194","724","681.50","118.07"
"新北市五股區","五股里","1102","669351","607","382","189","727","780.36","128.48"
"新北市五股區","五龍里","346","199329","576","380","200","711","684.41","118.80"
"新北市五股區","德音里","1698","1342339","791","428","214","856","2243.21","283.76"
"新北市五股區","貿商里","846","528135","624","406","200","800","712.17","114.08"
"新北市五股區","陸一里","671","426958","636","424","205","779","760.10","119.46"
"新北市五股區","成功里","2622","1638723","625","445","228","832","659.08","105.45"
"新北市五股區","五福里","1009","525170","520","350","180","612","690.02","132.57"
"新北市五股區","成德里","921","542753","589","410","220","740","647.33","109.85"
"新北市五股區","德泰里","1347","1317585","978","402","198","781","12603.85","1288.52"
"新北市五股區","六福里","1165","626393","538","358","192","651","612.92","113.99"
"新北市五股區","集賢里","1230","611175","497","375","191","626","502.08","101.04"
"新北市五股區","民義里","1044","656107","628","416","203","762","768.69","122.31"
"新北市五股區","成泰里","3797","2779683","732","494","234","953","842.37","115.07"
"新北市五股區","水碓里","2493","1566650","628","411","204","770","823.98","131.12"
"新北市五股區","福德里","1042","634066","609","421","209","802","666.68","109.56"
"新北市五股區","其他","3","2054","685","438","235","1012","805.87","117.68"
"新北市五股區","合計","26088","16821747","645","412","205","778","3004.32","465.93"
"新北市蘆洲區","樓厝里","2179","1541724","708","469","232","880","807.99","114.20"
"新北市蘆洲區","保和里","723","489133","677","444","212","884","756.97","111.89"
"新北市蘆洲區","得勝里","924","541478","586","400","204","690","784.14","133.81"
"新北市蘆洲區","仁復里","565","392759","695","419","191","845","1064.25","153.10"
"新北市蘆洲區","溪墘里","871","537764","617","418","214","779","698.09","113.07"
"新北市蘆洲區","中路里","1229","753720","613","410","198","771","815.03","132.90"
"新北市蘆洲區","正義里","4783","5105865","1068","666","293","1329","1532.56","143.57"
"新北市蘆洲區","水湳里","3325","2358632","709","441","213","903","839.65","118.37"
"新北市蘆洲區","保佑里","1061","655379","618","393","192","771","770.87","124.80"
"新北市蘆洲區","樹德里","945","575304","609","401","195","733","845.64","138.91"
"新北市蘆洲區","中原里","1796","1371196","763","458","211","935","992.51","130.00"
"新北市蘆洲區","恆德里","1853","1374426","742","431","212","893","985.41","132.85"
"新北市蘆洲區","光華里","1548","1044161","675","426","207","833","822.63","121.96"
"新北市蘆洲區","鷺江里","1636","1188188","726","452","238","880","918.66","126.49"
"新北市蘆洲區","南港里","1682","1014066","603","401","204","766","658.03","109.15"
"新北市蘆洲區","永樂里","1870","1190038","636","405","205","794","781.08","122.74"
"新北市蘆洲區","永康里","1954","1228874","629","417","202","802","747.72","118.89"
"新北市蘆洲區","信義里","1063","633965","596","400","207","747","694.41","116.44"
"新北市蘆洲區","玉清里","1828","1356457","742","477","228","918","905.81","122.07"
"新北市蘆洲區","復興里","967","523658","542","378","198","687","598.87","110.59"
"新北市蘆洲區","水河里","2774","1660203","598","401","202","770","673.12","112.47"
"新北市蘆洲區","仁愛里","1633","1001700","613","399","202","757","737.88","120.29"
"新北市蘆洲區","忠義里","958","610020","637","388","206","727","985.72","154.80"
"新北市蘆洲區","九芎里","1605","915444","570","390","214","690","664.44","116.49"
"新北市蘆洲區","中華里","918","616075","671","433","214","812","869.54","129.57"
"新北市蘆洲區","得仁里","916","537735","587","404","200","716","644.71","109.82"
"新北市蘆洲區","仁德里","1636","1075330","657","404","207","781","873.06","132.83"
"新北市蘆洲區","仁義里","1308","1036985","793","469","218","918","1060.52","133.77"
"新北市蘆洲區","光明里","1370","922003","673","447","229","846","765.41","113.73"
"新北市蘆洲區","保新里","1244","913326","734","425","198","896","926.35","126.17"
"新北市蘆洲區","長安里","1369","747125","546","369","195","685","644.69","118.13"
"新北市蘆洲區","民和里","713","396722","556","386","190","737","591.48","106.30"
"新北市蘆洲區","忠孝里","749","430448","575","411","201","727","632.55","110.07"
"新北市蘆洲區","福安里","983","592822","603","388","186","815","667.51","110.68"
"新北市蘆洲區","永安里","1524","897550","589","397","214","745","636.49","108.07"
"新北市蘆洲區","延平里","1176","726958","618","419","209","739","821.54","132.90"
"新北市蘆洲區","成功里","2237","1338728","598","402","208","750","676.82","113.10"
"新北市蘆洲區","永德里","1334","778187","583","406","217","725","732.27","125.53"
"新北市蘆洲區","其他","98","54504","556","413","255","700","467.27","84.02"
"新北市蘆洲區","合計","57347","39128653","682","429","213","839","892.06","130.74"
"新北市三重區","二重里","456","231089","507","364","193","649","489.46","96.58"
"新北市三重區","五谷里","669","464288","694","461","219","835","888.45","128.02"
"新北市三重區","德厚里","92","56810","617","402","179","718","738.33","119.57"
"新北市三重區","福祉里","1926","1554956","807","487","234","1014","983.39","121.80"
"新北市三重區","過田里","2103","1620316","770","424","211","883","1858.94","241.27"
"新北市三重區","溪美里","2654","1855938","699","437","219","893","810.29","115.87"
"新北市三重區","厚德里","1056","783337","742","459","216","881","948.61","127.88"
"新北市三重區","慈化里","686","400276","583","396","215","730","622.89","106.75"
"新北市三重區","永安里","1136","740655","652","424","198","838","744.10","114.13"
"新北市三重區","六合里","1081","631018","584","393","198","746","676.10","115.82"
"新北市三重區","福利里","790","634443","803","493","238","1063","918.57","114.38"
"新北市三重區","永興里","507","397323","784","492","239","1020","931.95","118.92"
"新北市三重區","清和里","1386","1118475","807","498","229","1008","988.82","122.53"
"新北市三重區","仁德里","547","320987","587","383","158","748","705.70","120.26"
"新北市三重區","開元里","544","432123","794","497","239","954","953.83","120.08"
"新北市三重區","大德里","245","144560","590","393","207","751","631.08","106.96"
"新北市三重區","錦通里","379","201078","531","355","163","657","626.97","118.17"
"新北市三重區","光華里","774","576911","745","478","223","908","1042.55","139.87"
"新北市三重區","光榮里","482","328065","681","417","180","810","918.41","134.94"
"新北市三重區","大園里","796","633265","796","420","200","879","1666.09","209.42"
"新北市三重區","長生里","244","168069","689","389","170","865","886.73","128.73"
"新北市三重區","長安里","584","343240","588","374","173","753","689.93","117.39"
"新北市三重區","同安里","365","201876","553","372","193","692","696.01","125.84"
"新北市三重區","光明里","2406","1950474","811","484","227","934","1103.88","136.17"
"新北市三重區","菜寮里","627","393238","627","418","204","802","711.70","113.48"
"新北市三重區","大同里","633","425757","673","444","204","840","753.05","111.96"
"新北市三重區","長泰里","598","336438","563","384","171","680","672.82","119.59"
"新北市三重區","長元里","655","365003","557","383","190","675","622.74","111.75"
"新北市三重區","介壽里","334","202091","605","385","177","676","738.57","122.06"
"新北市三重區","三安里","769","473705","616","394","180","749","861.34","139.83"
"新北市三重區","文化里","653","426298","653","374","203","755","965.75","147.93"
"新北市三重區","正義里","563","396304","704","397","213","845","1042.74","148.13"
"新北市三重區","中正里","386","237697","616","420","209","756","748.54","121.56"
"新北市三重區","仁義里","410","281407","686","366","203","762","1042.24","151.85"
"新北市三重區","長江里","605","434148","718","433","222","892","912.84","127.21"
"新北市三重區","錦江里","577","302418","524","378","206","660","582.59","111.15"
"新北市三重區","龍門里","518","328450","634","399","188","776","769.09","121.29"
"新北市三重區","大安里","411","223294","543","360","209","716","557.93","102.69"
"新北市三重區","光正里","930","962434","1035","607","268","1399","1245.99","120.40"
"新北市三重區","重新里","471","288563","613","414","191","742","712.44","116.29"
"新北市三重區","民生里","1206","699935","580","368","170","677","775.24","133.57"
"新北市三重區","中山里","900","732074","813","441","219","953","1261.08","155.04"
"新北市三重區","國隆里","815","534257","656","418","206","843","738.42","112.64"
"新北市三重區","重陽里","1002","602696","601","399","201","762","733.67","121.97"
"新北市三重區","幸福里","1365","812010","595","369","182","720","741.50","124.65"
"新北市三重區","福安里","885","582993","659","438","231","836","825.55","125.32"
"新北市三重區","信安里","653","432678","663","416","197","847","768.08","115.92"
"新北市三重區","安慶里","593","305770","516","361","164","641","629.92","122.16"
"新北市三重區","順德里","558","294625","528","353","182","653","654.90","124.03"
"新北市三重區","承德里","454","285980","630","432","205","793","641.94","101.91"
"新北市三重區","瑞德里","612","338067","552","361","188","689","598.20","108.29"
"新北市三重區","崇德里","1013","569989","563","377","182","699","644.80","114.60"
"新北市三重區","尚德里","838","508783","607","397","206","730","721.53","118.84"
"新北市三重區","培德里","1111","765176","689","439","211","815","990.07","143.75"
"新北市三重區","自強里","514","290943","566","390","186","769","591.88","104.57"
"新北市三重區","大有里","1731","1084381","626","423","216","779","787.37","125.69"
"新北市三重區","頂崁里","928","763940","823","459","218","969","1111.08","134.97"
"新北市三重區","谷王里","397","291634","735","505","258","935","827.28","112.62"
"新北市三重區","中興里","1402","1017604","726","432","207","845","961.98","132.54"
"新北市三重區","成功里","2346","2055641","876","573","259","1142","1014.38","115.77"
"新北市三重區","重明里","1200","1182856","986","526","247","1192","1779.69","180.55"
"新北市三重區","光田里","1429","1085832","760","473","235","925","1167.88","153.70"
"新北市三重區","田心里","1172","675149","576","381","189","723","626.58","108.77"
"新北市三重區","福隆里","1363","999012","733","455","218","897","1102.62","150.44"
"新北市三重區","五常里","1451","968632","668","441","222","828","833.43","124.85"
"新北市三重區","慈生里","577","334796","580","387","201","671","723.63","124.71"
"新北市三重區","碧華里","3052","3289563","1078","630","271","1377","1440.45","133.64"
"新北市三重區","永德里","1324","764642","578","398","186","712","681.60","118.02"
"新北市三重區","永福里","1473","865308","587","394","193","722","743.72","126.60"
"新北市三重區","福星里","388","300993","776","484","237","995","915.14","117.97"
"新北市三重區","錦安里","506","290678","574","387","199","737","682.90","118.88"
"新北市三重區","光輝里","462","280571","607","379","201","749","817.13","134.55"
"新北市三重區","同慶里","538","364610","678","420","219","832","801.37","118.25"
"新北市三重區","永春里","550","343011","624","383","208","734","754.09","120.91"
"新北市三重區","中民里","330","171051","518","357","177","642","588.88","113.61"
"新北市三重區","長福里","467","294100","630","425","216","842","647.71","102.85"
"新北市三重區","奕壽里","520","343820","661","433","218","801","729.42","110.32"
"新北市三重區","萬壽里","554","369845","668","455","236","849","713.36","106.86"
"新北市三重區","中央里","474","317965","671","427","227","819","1118.85","166.79"
"新北市三重區","雙園里","280","156088","557","373","204","689","627.80","112.62"
"新北市三重區","正安里","567","368749","650","417","217","775","787.04","121.02"
"新北市三重區","吉利里","409","237395","580","399","197","727","666.98","114.91"
"新北市三重區","忠孝里","506","314493","622","428","223","763","767.43","123.48"
"新北市三重區","秀江里","351","218640","623","409","185","744","728.52","116.95"
"新北市三重區","龍濱里","929","598505","644","404","208","724","835.21","129.64"
"新北市三重區","平和里","402","194551","484","312","138","611","588.55","121.61"
"新北市三重區","正德里","298","164187","551","360","145","719","688.71","125.00"
"新北市三重區","五福里","1199","987573","824","493","223","1014","1044.83","126.85"
"新北市三重區","富華里","962","705762","734","478","224","940","904.24","123.25"
"新北市三重區","田安里","1882","1256410","668","425","199","806","824.51","123.51"
"新北市三重區","慈惠里","621","388532","626","402","221","793","697.08","111.42"
"新北市三重區","慈福里","558","292228","524","374","198","726","517.75","98.86"
"新北市三重區","永盛里","813","476600","586","397","213","712","657.78","112.21"
"新北市三重區","福民里","1000","575477","575","388","185","723","657.97","114.34"
"新北市三重區","田中里","1900","1275255","671","440","217","848","760.83","113.36"
"新北市三重區","永清里","1495","930889","623","420","209","764","766.36","123.08"
"新北市三重區","維德里","814","487709","599","398","208","755","655.17","109.35"
"新北市三重區","五華里","1619","1466819","906","480","244","1052","1297.02","143.16"
"新北市三重區","永煇里","688","380382","553","371","197","701","608.49","110.06"
"新北市三重區","三民里","980","701983","716","450","221","914","862.09","120.35"
"新北市三重區","錦田里","661","483954","732","419","200","907","1206.52","164.79"
"新北市三重區","慈祐里","1414","967209","684","439","207","830","849.40","124.18"
"新北市三重區","六福里","1618","997341","616","428","204","778","709.59","115.12"
"新北市三重區","光陽里","2104","1655540","787","485","242","942","1139.80","144.86"
"新北市三重區","福田里","1045","632047","605","394","195","765","698.66","115.51"
"新北市三重區","富福里","563","311930","554","385","192","681","631.36","113.95"
"新北市三重區","仁忠里","805","435578","541","396","193","698","619.89","114.56"
"新北市三重區","富貴里","2227","2514474","1129","587","276","1318","1581.28","140.05"
"新北市三重區","慈愛里","898","491193","547","363","189","679","660.72","120.79"
"新北市三重區","福德里","1320","963264","730","439","218","852","999.79","137.00"
"新北市三重區","永豐里","1641","965992","589","392","196","756","645.60","109.67"
"新北市三重區","博愛里","1353","821318","607","421","207","752","712.79","117.42"
"新北市三重區","永吉里","842","503063","597","403","207","739","656.88","109.95"
"新北市三重區","永順里","1406","777973","553","371","187","672","666.79","120.51"
"新北市三重區","永發里","1939","1359382","701","440","220","875","854.45","121.88"
"新北市三重區","立德里","1001","647604","647","382","186","750","1296.74","200.44"
"新北市三重區","福樂里","1021","669691","656","399","190","741","1457.58","222.22"
"新北市三重區","仁華里","1290","889316","689","452","220","905","766.10","111.13"
"新北市三重區","五順里","1074","598507","557","392","198","690","625.55","112.25"
"新北市三重區","其他","33","23595","715","442","337","951","552.89","77.33"
"新北市三重區","合計","110729","76965626","695","429","210","842","961.77","138.37"
"新北市泰山區","黎明里","1020","624246","612","426","202","761","702.35","114.76"
"新北市泰山區","大科里","266","163045","613","426","196","864","603.28","98.42"
"新北市泰山區","山腳里","1981","1246629","629","424","203","805","753.66","119.76"
"新北市泰山區","楓樹里","1307","925333","708","442","207","899","831.80","117.49"
"新北市泰山區","同榮里","1252","807000","645","415","197","843","765.09","118.70"
"新北市泰山區","義學里","1444","897465","622","445","223","817","636.30","102.38"
"新北市泰山區","明志里","1214","786017","647","408","200","760","880.98","136.07"
"新北市泰山區","貴子里","1290","913461","708","477","215","922","785.75","110.96"
"新北市泰山區","貴和里","1629","1038751","638","412","203","829","713.34","111.87"
"新北市泰山區","福泰里","765","402738","526","373","190","668","570.49","108.36"
"新北市泰山區","同興里","1164","874303","751","461","220","998","829.11","110.38"
"新北市泰山區","義仁里","2679","2068005","772","501","241","991","850.57","110.19"
"新北市泰山區","泰友里","572","334646","585","414","193","738","623.74","106.61"
"新北市泰山區","新明里","962","527974","549","370","201","693","584.11","106.43"
"新北市泰山區","貴賢里","1246","900632","723","448","239","883","924.08","127.84"
"新北市泰山區","福興里","1117","890751","797","504","253","1014","925.05","116.00"
"新北市泰山區","全興里","2994","2857689","954","647","287","1280","1039.53","108.91"
"新北市泰山區","其他","1","35","35","35","35","35","0.00","0.00"
"新北市泰山區","合計","22903","16258719","710","458","220","907","825.66","116.31"
"新北市新店區","張北里","3164","3576668","1130","598","262","1296","1994.99","176.48"
"新北市新店區","張南里","858","929629","1083","601","237","1365","1525.82","140.83"
"新北市新店區","廣明里","283","250817","886","555","261","1033","1312.64","148.11"
"新北市新店區","江陵里","2071","2379353","1149","577","257","1340","1754.27","152.69"
"新北市新店區","百忍里","1208","905109","749","494","238","961","838.05","111.85"
"新北市新店區","青潭里","1712","1147911","671","447","211","869","738.61","110.16"
"新北市新店區","員潭里","1611","1053455","654","465","226","854","666.34","101.90"
"新北市新店區","雙坑里","163","74390","456","348","182","528","445.85","97.69"
"新北市新店區","粗坑里","948","780999","824","464","217","1011","1126.81","136.78"
"新北市新店區","屈尺里","624","346907","556","401","193","714","568.77","102.31"
"新北市新店區","廣興里","316","182789","578","352","183","642","711.45","122.99"
"新北市新店區","龜山里","416","252278","606","384","183","739","835.91","137.84"
"新北市新店區","直潭里","361","307875","853","409","193","888","1797.81","210.80"
"新北市新店區","塗潭里","195","104470","536","361","191","628","727.72","135.83"
"新北市新店區","公崙里","4497","3981755","885","546","261","1141","1087.84","122.86"
"新北市新店區","柴埕里","2969","2189538","737","471","225","963","898.24","121.80"
"新北市新店區","雙城里","1511","892156","590","411","196","758","647.66","109.69"
"新北市新店區","頂城里","352","196088","557","373","187","679","618.72","111.07"
"新北市新店區","下城里","1042","2035318","1953","674","294","1795","4652.72","238.20"
"新北市新店區","文中里","600","563136","939","521","241","1145","1269.82","135.29"
"新北市新店區","國校里","813","654668","805","468","241","1013","995.63","123.64"
"新北市新店區","新生里","2026","1983446","979","520","236","1157","1634.07","166.91"
"新北市新店區","中興里","2003","1859985","929","524","224","1137","1309.16","140.98"
"新北市新店區","新安里","1464","1392575","951","539","242","1131","1950.31","205.03"
"新北市新店區","文明里","823","782791","951","487","207","996","1689.88","177.67"
"新北市新店區","寶興里","2042","2753951","1349","627","265","1488","2522.55","187.04"
"新北市新店區","寶安里","1968","1729473","879","503","230","1086","1099.04","125.06"
"新北市新店區","信義里","2353","2490808","1059","526","241","1204","2299.94","217.27"
"新北市新店區","忠孝里","902","745128","826","467","222","881","1926.83","233.25"
"新北市新店區","大鵬里","955","903326","946","551","268","1132","1447.37","153.02"
"新北市新店區","大豐里","1270","1060403","835","520","227","1070","1045.20","125.18"
"新北市新店區","明德里","1420","1307455","921","492","234","1070","1613.62","175.25"
"新北市新店區","中山里","1997","2961772","1483","830","324","1764","2708.94","182.65"
"新北市新店區","和平里","369","179810","487","339","160","636","579.69","118.96"
"新北市新店區","仁愛里","692","551832","797","476","218","947","1041.15","130.56"
"新北市新店區","中正里","1991","1765581","887","542","256","1070","1166.85","131.58"
"新北市新店區","美潭里","1626","1159007","713","443","219","898","845.69","118.64"
"新北市新店區","德安里","1783","1082542","607","409","210","765","707.95","116.60"
"新北市新店區","太平里","991","798391","806","455","219","957","1170.14","145.24"
"新北市新店區","中央里","2255","3038152","1347","715","290","1663","1886.06","139.99"
"新北市新店區","百和里","1077","874068","812","505","217","1042","953.93","117.54"
"新北市新店區","福德里","1243","962192","774","469","225","914","1026.48","132.60"
"新北市新店區","福民里","1420","1287518","907","547","239","1112","1491.09","164.45"
"新北市新店區","百福里","1341","1340175","999","571","246","1215","1357.14","135.80"
"新北市新店區","國豐里","1041","815327","783","503","233","977","983.22","125.54"
"新北市新店區","新德里","894","737855","825","506","231","984","1047.83","126.96"
"新北市新店區","五峯里","2835","3146229","1110","534","236","1186","3408.05","307.09"
"新北市新店區","中華里","1508","1693703","1123","515","238","1236","2227.61","198.34"
"新北市新店區","忠誠里","870","756181","869","533","232","1107","1085.09","124.84"
"新北市新店區","永安里","1572","977444","622","418","209","789","707.02","113.71"
"新北市新店區","新店里","576","426152","740","432","192","929","919.97","124.35"
"新北市新店區","大同里","1399","1276196","912","529","227","1127","1580.54","173.26"
"新北市新店區","玫瑰里","1808","1021110","565","405","198","735","622.13","110.16"
"新北市新店區","日興里","1561","805453","516","360","190","673","569.43","110.36"
"新北市新店區","寶福里","2495","2640087","1058","553","246","1222","1684.45","159.19"
"新北市新店區","安和里","2570","2142835","834","487","227","1013","1453.29","174.30"
"新北市新店區","明城里","1173","1020651","870","507","228","1043","1278.59","146.94"
"新北市新店區","吉祥里","1529","1044363","683","433","205","814","856.81","125.44"
"新北市新店區","小城里","1199","1012557","845","496","239","1007","1161.41","137.53"
"新北市新店區","香坡里","3732","3305338","886","510","233","1070","1408.29","159.01"
"新北市新店區","建國里","974","785308","806","463","209","1023","1193.22","147.99"
"新北市新店區","復興里","1065","807146","758","424","221","894","1840.14","242.80"
"新北市新店區","美城里","784","447216","570","379","187","666","773.27","135.56"
"新北市新店區","安昌里","1889","1493609","791","523","241","1045","901.73","114.04"
"新北市新店區","長春里","966","1177509","1219","641","251","1444","4234.76","347.41"
"新北市新店區","新和里","1330","855472","643","432","206","811","728.26","113.22"
"新北市新店區","永平里","1781","1246285","700","430","220","852","1030.41","147.25"
"新北市新店區","達觀里","1445","1071668","742","472","217","950","950.43","128.15"
"新北市新店區","華城里","1116","1915241","1716","852","317","2007","2583.70","150.55"
"新北市新店區","其他","12","11234","936","411","292","1112","1213.73","129.65"
"新北市新店區","合計","97849","88447860","904","500","231","1053","1655.80","183.18"
"新北市石碇區","石碇里","115","56015","487","332","190","635","475.91","97.70"
