"鄉鎮市區","村里","納稅單位(戶)","綜合所得總額","平均數","中位數","第一分位數","第三分位數","標準差","變異係數"
"新北市新莊區","富民里","1172","857019","731","576","368","919","558.13","76.33"
"新北市新莊區","龍福里","668","528664","791","621","410","1052","592.47","74.86"
"新北市新莊區","祥鳳里","723","552428","764","597","377","954","601.62","78.74"
"新北市新莊區","民全里","1161","921197","793","612","383","975","703.36","88.65"
"新北市新莊區","民有里","1243","936865","754","580","371","968","618.48","82.06"
"新北市新莊區","光正里","1321","1036970","785","631","383","987","656.31","83.61"
"新北市新莊區","光和里","755","517370","685","557","360","862","543.31","79.28"
"新北市新莊區","其他","3","1060","353","309","231","454","225.98","63.95"
"新北市新莊區","合計","122535","107475613","877","627","384","1081","902.94","102.95"
"新北市林口區","東林里","1237","936494","757","572","376","894","857.66","113.29"
"新北市林口區","林口里","1623","1372379","846","587","373","1017","911.94","107.85"
"新北市林口區","西林里","3148","3610018","1147","732","414","1388","1380.60","120.39"
"新北市林口區","湖北里","430","364712","848","615","390","1006","795.51","93.79"
"新北市林口區","菁湖里","1388","1472746","1061","693","392","1331","1177.70","110.99"
"新北市林口區","湖南里","7406","9703793","1310","926","489","1694","1373.89","104.86"
"新北市林口區","南勢里","7085","10578817","1493","1032","524","1908","1672.82","112.03"
"新北市林口區","頂福里","294","222932","758","586","370","933","652.52","86.05"
"新北市林口區","下福里","363","297454","819","603","397","944","812.49","99.15"
"新北市林口區","嘉寶里","254","178727","704","536","364","853","658.10","93.53"
"新北市林口區","瑞平里","234","168277","719","547","354","843","703.35","97.80"
"新北市林口區","太平里","424","304715","719","547","358","879","625.86","87.09"
"新北市林口區","中湖里","1287","1243595","966","679","407","1200","1016.07","105.15"
"新北市林口區","東勢里","2030","2049443","1010","680","410","1214","1093.17","108.28"
"新北市林口區","仁愛里","2258","2940345","1302","837","465","1652","1528.95","117.41"
"新北市林口區","麗林里","2752","3420051","1243","841","452","1596","1290.39","103.83"
"新北市林口區","麗園里","1326","1330262","1003","636","385","1111","1882.96","187.69"
"新北市林口區","其他","1","3302","3302","3302","3302","3302","0.00","0.00"
"新北市林口區","合計","33540","40198060","1199","789","436","1502","1393.22","116.25"
"新北市五股區","興珍里","1564","1230593","787","553","336","936","1036.93","131.79"
"新北市五股區","更寮里","312","230531","739","591","362","928","659.73","89.29"
"新北市五股區","集福里","1033","747669","724","584","359","934","552.95","76.40"
"新北市五股區","觀音里","297","214470","722","595","373","877","549.76","76.13"
"新北市五股區","成州里","1545","1133320","734","557","354","910","781.05","106.48"
"新北市五股區","五股里","1116","872596","782","552","341","910","903.40","115.54"
"新北市五股區","五龍里","350","258631","739","542","342","838","766.14","103.68"
"新北市五股區","德音里","1606","1465319","912","618","384","1114","1065.27","116.75"
"新北市五股區","貿商里","832","705325","848","636","381","1045","807.03","95.20"
"新北市五股區","陸一里","629","500317","795","586","349","970","798.41","100.38"
"新北市五股區","成功里","1870","1396543","747","586","365","966","585.89","78.45"
"新北市五股區","五福里","1028","701878","683","515","340","837","649.13","95.07"
"新北市五股區","成德里","856","622262","727","559","363","916","638.28","87.80"
"新北市五股區","德泰里","1334","1220520","915","608","373","1017","4037.53","441.29"
"新北市五股區","六福里","1129","868794","770","598","379","959","657.65","85.46"
"新北市五股區","集賢里","1062","726276","684","567","374","866","502.27","73.44"
"新北市五股區","民義里","985","753403","765","570","363","950","739.93","96.74"
"新北市五股區","成泰里","2823","2498154","885","666","396","1119","821.75","92.86"
"新北市五股區","水碓里","2339","1870973","800","592","371","995","755.67","94.47"
"新北市五股區","福德里","973","740887","761","618","372","976","596.52","78.34"
"新北市五股區","其他","0","0","0","0","0","0","0.00","0.00"
"新北市五股區","合計","23683","18758461","792","590","366","974","1219.04","153.91"
"新北市蘆洲區","樓厝里","1906","1632987","857","638","390","1070","785.41","91.67"
"新北市蘆洲區","保和里","700","536275","766","563","367","988","650.26","84.88"
"新北市蘆洲區","得勝里","907","666620","735","557","352","917","667.88","90.87"
"新北市蘆洲區","仁復里","564","479562","850","586","348","982","1011.65","118.98"
"新北市蘆洲區","溪墘里","875","655701","749","556","346","958","650.54","86.81"
"新北市蘆洲區","中路里","1175","904809","770","588","375","947","649.83","84.39"
"新北市蘆洲區","正義里","4234","5147118","1216","873","465","1588","1358.54","111.75"
"新北市蘆洲區","水湳里","3121","2809315","900","637","387","1138","870.96","96.76"
"新北市蘆洲區","保佑里","1076","818665","761","559","356","944","700.42","92.06"
"新北市蘆洲區","樹德里","971","779022","802","597","364","987","781.37","97.39"
"新北市蘆洲區","中原里","1666","1496508","898","631","381","1103","923.22","102.78"
"新北市蘆洲區","恆德里","1829","1649151","902","629","378","1112","905.87","100.47"
"新北市蘆洲區","光華里","1526","1323211","867","613","377","1029","955.63","110.21"
"新北市蘆洲區","鷺江里","1595","1417791","889","617","386","1066","1037.39","116.71"
"新北市蘆洲區","南港里","1636","1282251","784","582","365","986","724.06","92.38"
"新北市蘆洲區","永樂里","1802","1470546","816","596","375","1025","758.11","92.90"
"新北市蘆洲區","永康里","1984","1575927","794","603","379","1013","675.65","85.06"
"新北市蘆洲區","信義里","1120","859607","768","578","372","910","886.56","115.51"
"新北市蘆洲區","玉清里","1753","1606510","916","648","391","1104","922.50","100.66"
"新北市蘆洲區","復興里","947","672139","710","557","359","880","586.65","82.65"
"新北市蘆洲區","水河里","2730","2131815","781","592","384","986","661.53","84.71"
"新北市蘆洲區","仁愛里","1543","1216258","788","582","380","973","698.93","88.67"
"新北市蘆洲區","忠義里","888","678550","764","572","383","923","723.06","94.63"
"新北市蘆洲區","九芎里","1538","1194847","777","591","381","975","681.88","87.77"
"新北市蘆洲區","中華里","923","780783","846","589","373","964","899.55","106.34"
"新北市蘆洲區","得仁里","945","721146","763","583","373","914","713.15","93.45"
"新北市蘆洲區","仁德里","1597","1291522","809","600","389","967","769.94","95.20"
"新北市蘆洲區","仁義里","1270","1167792","920","640","389","1102","917.76","99.81"
"新北市蘆洲區","光明里","1331","1100202","827","616","390","1031","702.96","85.04"
"新北市蘆洲區","保新里","923","751161","814","586","375","995","775.71","95.32"
"新北市蘆洲區","長安里","1328","913180","688","540","349","862","563.98","82.02"
"新北市蘆洲區","民和里","753","559330","743","565","362","897","634.58","85.43"
"新北市蘆洲區","忠孝里","740","557473","753","594","361","926","629.03","83.50"
"新北市蘆洲區","福安里","961","761042","792","579","370","974","712.13","89.92"
"新北市蘆洲區","永安里","1510","1136303","753","604","367","934","604.64","80.35"
"新北市蘆洲區","延平里","1111","873876","787","600","372","978","701.05","89.13"
"新北市蘆洲區","成功里","2151","1710980","795","600","380","967","736.81","92.63"
"新北市蘆洲區","永德里","1300","975373","750","582","360","921","1003.07","133.69"
"新北市蘆洲區","其他","1","621","621","621","621","621","0.00","0.00"
"新北市蘆洲區","合計","54930","46305970","843","610","379","1032","849.20","100.73"
"新北市三重區","二重里","453","285705","631","527","348","803","441.84","70.06"
"新北市三重區","五谷里","605","489461","809","616","382","982","730.81","90.33"
"新北市三重區","德厚里","111","96883","873","580","351","1001","842.32","96.51"
"新北市三重區","福祉里","1832","1743033","951","670","400","1229","873.29","91.79"
"新北市三重區","過田里","2057","1884368","916","621","368","1116","1025.13","111.90"
"新北市三重區","溪美里","2496","2156535","864","619","393","1059","900.59","104.24"
"新北市三重區","厚德里","1035","951431","919","645","388","1098","961.07","104.55"
"新北市三重區","慈化里","707","535504","757","565","362","917","680.76","89.88"
"新北市三重區","永安里","1124","912520","812","622","379","1057","681.53","83.95"
"新北市三重區","六合里","1041","781321","751","570","349","951","656.08","87.41"
"新北市三重區","福利里","743","750829","1011","723","430","1346","883.06","87.39"
"新北市三重區","永興里","421","355191","844","643","375","1100","724.57","85.88"
"新北市三重區","清和里","1320","1279890","970","675","384","1215","953.74","98.36"
"新北市三重區","仁德里","528","395748","750","556","331","929","769.93","102.72"
"新北市三重區","開元里","485","434151","895","657","415","1106","907.89","101.42"
"新北市三重區","大德里","258","192848","747","561","373","924","607.67","81.30"
"新北市三重區","錦通里","393","260200","662","513","338","834","554.31","83.72"
"新北市三重區","光華里","611","512511","839","603","347","1017","884.09","105.40"
"新北市三重區","光榮里","459","401623","875","622","371","1078","892.01","101.94"
"新北市三重區","大園里","757","701086","926","602","386","1085","1220.55","131.79"
"新北市三重區","長生里","244","197024","807","575","319","1042","850.83","105.37"
"新北市三重區","長安里","608","461423","759","564","354","924","729.49","96.12"
"新北市三重區","同安里","348","222014","638","511","324","827","475.71","74.57"
"新北市三重區","光明里","2307","2289865","993","648","386","1176","1287.49","129.71"
"新北市三重區","菜寮里","624","487909","782","586","377","981","676.61","86.53"
"新北市三重區","大同里","635","559657","881","661","380","1084","800.12","90.78"
"新北市三重區","長泰里","586","441276","753","560","367","940","698.07","92.70"
"新北市三重區","長元里","642","464161","723","578","360","891","588.06","81.34"
"新北市三重區","介壽里","341","256951","754","573","363","868","670.83","89.03"
"新北市三重區","三安里","774","587370","759","569","356","946","712.31","93.86"
"新北市三重區","文化里","685","568666","830","581","359","1011","985.44","118.70"
"新北市三重區","正義里","566","465619","823","572","324","990","990.30","120.38"
"新北市三重區","中正里","389","308756","794","608","382","978","761.69","95.96"
"新北市三重區","仁義里","334","264966","793","570","359","913","848.64","106.97"
"新北市三重區","長江里","588","533236","907","654","380","1072","972.21","107.21"
"新北市三重區","錦江里","594","409849","690","532","340","872","587.99","85.22"
"新北市三重區","龍門里","527","419753","796","538","318","973","913.53","114.69"
"新北市三重區","大安里","427","299961","702","542","331","888","576.10","82.01"
"新北市三重區","光正里","897","1062393","1184","728","398","1540","1317.27","111.22"
"新北市三重區","重新里","441","320779","727","553","357","910","692.17","95.16"
"新北市三重區","民生里","1153","834422","724","559","344","897","636.62","87.97"
"新北市三重區","中山里","894","873255","977","606","374","1136","1173.19","120.11"
"新北市三重區","國隆里","809","689192","852","621","387","1057","786.55","92.33"
"新北市三重區","重陽里","1017","782734","770","597","375","963","672.67","87.40"
"新北市三重區","幸福里","1340","1083503","809","563","345","924","1407.79","174.11"
"新北市三重區","福安里","888","723511","815","611","385","969","795.39","97.62"
"新北市三重區","信安里","630","552686","877","642","383","1092","814.99","92.90"
"新北市三重區","安慶里","580","404587","698","540","330","855","649.44","93.10"
"新北市三重區","順德里","563","387265","688","563","352","851","552.53","80.33"
"新北市三重區","承德里","469","380436","811","607","369","1049","776.42","95.72"
"新北市三重區","瑞德里","600","426589","711","530","339","872","669.32","94.14"
"新北市三重區","崇德里","1035","755199","730","565","359","911","593.25","81.31"
"新北市三重區","尚德里","874","665826","762","568","357","969","748.06","98.20"
"新北市三重區","培德里","1132","997475","881","612","389","1011","1086.43","123.30"
"新北市三重區","自強里","508","376072","740","557","352","911","654.32","88.39"
"新北市三重區","大有里","1739","1355341","779","587","378","981","721.04","92.51"
"新北市三重區","頂崁里","818","639546","782","561","338","928","870.95","111.40"
"新北市三重區","谷王里","265","219805","829","634","376","1008","754.60","90.98"
"新北市三重區","中興里","1362","1158026","850","572","355","1039","939.77","110.53"
"新北市三重區","成功里","2040","2113639","1036","741","413","1369","988.31","95.39"
"新北市三重區","重明里","1075","1113092","1035","660","384","1270","1329.47","128.40"
"新北市三重區","光田里","1396","1250126","896","643","378","1063","1011.99","113.01"
"新北市三重區","田心里","1168","860446","737","555","350","934","680.58","92.38"
"新北市三重區","福隆里","1393","1197944","860","634","380","1076","792.71","92.18"
"新北市三重區","五常里","1174","860840","733","577","372","903","607.62","82.87"
"新北市三重區","慈生里","596","425393","714","538","368","861","660.69","92.57"
"新北市三重區","碧華里","2799","3555307","1270","832","441","1585","2181.89","171.77"
"新北市三重區","永德里","1305","967705","742","562","365","923","647.94","87.38"
"新北市三重區","永福里","1474","1134807","770","585","384","957","654.71","85.04"
"新北市三重區","福星里","353","284614","806","559","345","981","893.07","110.77"
"新北市三重區","錦安里","495","367579","743","565","376","930","610.26","82.18"
"新北市三重區","光輝里","440","345828","786","561","365","927","812.61","103.39"
"新北市三重區","同慶里","501","440335","879","627","366","1082","825.95","93.97"
"新北市三重區","永春里","546","466466","854","602","388","1081","848.66","99.34"
"新北市三重區","中民里","359","246123","686","552","330","857","577.16","84.19"
"新北市三重區","長福里","435","335530","771","609","380","970","623.57","80.84"
"新北市三重區","奕壽里","522","415246","795","571","354","961","824.11","103.60"
"新北市三重區","萬壽里","549","444900","810","596","388","1020","704.60","86.95"
"新北市三重區","中央里","487","370363","760","565","355","961","658.26","86.56"
"新北市三重區","雙園里","287","211154","736","574","328","874","649.31","88.25"
"新北市三重區","正安里","591","461454","781","565","363","993","719.45","92.14"
"新北市三重區","吉利里","452","315873","699","532","334","872","639.34","91.49"
"新北市三重區","忠孝里","520","388228","747","567","369","946","630.05","84.39"
"新北市三重區","秀江里","349","275633","790","599","337","985","799.83","101.27"
"新北市三重區","龍濱里","919","742560","808","563","372","944","806.30","99.79"
"新北市三重區","平和里","377","239591","636","477","307","807","586.47","92.28"
"新北市三重區","正德里","301","229070","761","565","365","943","730.33","95.97"
"新北市三重區","五福里","1138","1097506","964","663","390","1219","911.70","94.53"
"新北市三重區","富華里","994","886413","892","643","397","1096","971.85","108.98"
"新北市三重區","田安里","1863","1552548","833","608","368","1031","777.92","93.35"
"新北市三重區","慈惠里","577","439187","761","588","391","914","847.24","111.31"
"新北市三重區","慈福里","539","378150","702","550","362","898","539.01","76.83"
"新北市三重區","永盛里","864","618275","716","566","347","898","599.09","83.72"
"新北市三重區","福民里","1001","769061","768","581","361","954","679.25","88.41"
"新北市三重區","田中里","1871","1575790","842","618","369","1061","804.99","95.58"
"新北市三重區","永清里","1529","1176491","769","598","377","957","682.55","88.71"
"新北市三重區","維德里","804","634083","789","592","369","948","1139.98","144.55"
"新北市三重區","五華里","1566","1656189","1058","665","407","1254","1266.59","119.76"
"新北市三重區","永煇里","694","481897","694","531","343","876","596.35","85.88"
"新北市三重區","三民里","964","861240","893","640","410","1058","906.86","101.51"
"新北市三重區","錦田里","623","536264","861","588","359","1056","1128.03","131.05"
"新北市三重區","慈祐里","1293","1072246","829","606","377","1019","782.93","94.41"
"新北市三重區","六福里","1608","1248325","776","608","373","978","669.21","86.20"
"新北市三重區","光陽里","2126","1985708","934","643","399","1123","996.75","106.72"
"新北市三重區","福田里","1091","848429","778","574","372","978","723.42","93.03"
"新北市三重區","富福里","536","387552","723","538","345","899","691.28","95.61"
"新北市三重區","仁忠里","776","535727","690","561","360","914","499.01","72.28"
"新北市三重區","富貴里","2110","2644871","1253","772","427","1558","1468.78","117.17"
"新北市三重區","慈愛里","899","612846","682","571","370","854","516.77","75.81"
"新北市三重區","福德里","1267","1129608","892","603","352","1063","1176.32","131.94"
"新北市三重區","永豐里","1608","1275092","793","601","384","1003","668.16","84.26"
"新北市三重區","博愛里","1358","1064619","784","586","367","943","720.18","91.86"
"新北市三重區","永吉里","889","704133","792","580","368","944","909.37","114.81"
"新北市三重區","永順里","1419","1036318","730","541","359","913","632.99","86.67"
"新北市三重區","永發里","1942","1675171","863","618","373","1085","841.24","97.52"
"新北市三重區","立德里","982","763659","778","560","346","956","746.25","95.96"
"新北市三重區","福樂里","1020","811735","796","582","377","944","1353.52","170.08"
"新北市三重區","仁華里","1239","1031374","832","611","366","1091","725.56","87.16"
"新北市三重區","五順里","1042","794083","762","590","394","967","598.52","78.54"
"新北市三重區","其他","3","1807","602","572","427","762","336.15","55.80"
"新北市三重區","合計","107807","91394178","848","602","372","1030","940.71","110.96"
"新北市泰山區","黎明里","1041","808236","776","583","355","992","724.54","93.32"
"新北市泰山區","大科里","266","227473","855","634","358","1200","735.36","85.99"
"新北市泰山區","山腳里","1989","1563698","786","592","369","992","693.54","88.22"
"新北市泰山區","楓樹里","1308","1132846","866","612","380","1090","827.95","95.60"
"新北市泰山區","同榮里","1252","1037954","829","616","374","1063","729.30","87.97"
"新北市泰山區","義學里","1418","1137719","802","644","386","1017","640.54","79.83"
"新北市泰山區","明志里","1164","976820","839","592","370","995","977.28","116.46"
"新北市泰山區","貴子里","1267","1112564","878","664","382","1111","757.71","86.29"
"新北市泰山區","貴和里","1636","1315082","804","607","371","1039","707.58","88.03"
"新北市泰山區","福泰里","792","545512","689","538","337","874","599.57","87.05"
"新北市泰山區","同興里","1154","1091577","946","667","384","1259","929.80","98.30"
"新北市泰山區","義仁里","2711","2563504","946","691","409","1215","836.78","88.49"
"新北市泰山區","泰友里","657","512461","780","583","377","962","670.75","85.99"
"新北市泰山區","新明里","979","712786","728","552","342","915","606.66","83.32"
"新北市泰山區","貴賢里","1282","1209701","944","618","391","1148","1403.19","148.71"
"新北市泰山區","福興里","1131","1082847","957","696","409","1232","872.30","91.11"
"新北市泰山區","全興里","2928","3273219","1118","858","474","1490","954.18","85.35"
"新北市泰山區","其他","1","691","691","691","691","691","0.00","0.00"
"新北市泰山區","合計","22976","20304688","884","646","386","1124","850.77","96.27"
"新北市新店區","張北里","3049","3725308","1222","755","409","1486","1448.47","118.55"
"新北市新店區","張南里","721","803548","1114","732","371","1413","1298.12","116.48"
"新北市新店區","廣明里","294","279043","949","660","398","1107","1018.75","107.34"
"新北市新店區","江陵里","2070","2711253","1310","765","412","1552","1848.94","141.16"
"新北市新店區","百忍里","1261","1189150","943","683","407","1198","895.37","94.95"
"新北市新店區","青潭里","1674","1439325","860","659","388","1116","717.46","83.44"
"新北市新店區","員潭里","1543","1331608","863","668","416","1114","707.71","82.01"
"新北市新店區","雙坑里","160","95997","600","491","338","764","406.68","67.78"
"新北市新店區","粗坑里","961","963197","1002","647","361","1233","1230.04","122.72"
"新北市新店區","屈尺里","608","440742","725","563","342","908","628.96","86.77"
"新北市新店區","廣興里","284","225400","794","568","333","976","771.89","97.26"
"新北市新店區","龜山里","405","317117","783","553","322","925","1054.68","134.70"
"新北市新店區","直潭里","346","361542","1045","599","397","1128","1828.86","175.02"
"新北市新店區","塗潭里","190","134330","707","523","317","802","856.92","121.21"
"新北市新店區","公崙里","4027","4048582","1005","710","419","1278","974.06","96.89"
"新北市新店區","柴埕里","2813","2654216","944","671","396","1196","1049.01","111.18"
"新北市新店區","雙城里","1522","1156080","760","582","369","950","677.47","89.19"
"新北市新店區","頂城里","384","296786","773","589","368","925","685.09","88.64"
"新北市新店區","下城里","1002","2350387","2346","800","412","1952","7943.75","338.65"
"新北市新店區","文中里","595","651247","1095","709","419","1367","1255.15","114.67"
"新北市新店區","國校里","832","789879","949","659","386","1193","941.24","99.14"
"新北市新店區","新生里","2031","2251171","1108","710","388","1367","1301.67","117.44"
"新北市新店區","中興里","1830","1861121","1017","692","382","1271","1126.90","110.81"
"新北市新店區","新安里","1613","1655582","1026","672","381","1214","1679.64","163.64"
"新北市新店區","文明里","793","878308","1108","646","367","1267","1607.33","145.12"
"新北市新店區","寶興里","1961","2891298","1474","815","404","1629","2622.92","177.90"
"新北市新店區","寶安里","1977","2037788","1031","688","384","1267","1259.10","122.15"
"新北市新店區","信義里","2342","2673521","1142","695","393","1402","1407.78","123.32"
"新北市新店區","忠孝里","880","808303","919","650","392","1104","948.16","103.23"
"新北市新店區","大鵬里","941","1013583","1077","739","394","1381","1153.62","107.10"
"新北市新店區","大豐里","1300","1270720","977","701","392","1229","951.25","97.32"
"新北市新店區","明德里","1405","1528294","1088","693","397","1268","1503.20","138.19"
"新北市新店區","中山里","1705","2888019","1694","1049","506","2068","2862.74","169.01"
"新北市新店區","和平里","180","123760","688","542","353","814","582.32","84.69"
"新北市新店區","仁愛里","695","648833","934","635","374","1190","957.23","102.53"
"新北市新店區","中正里","1980","2038014","1029","712","399","1291","1131.36","109.92"
"新北市新店區","美潭里","1672","1534617","918","646","392","1162","899.29","97.98"
"新北市新店區","德安里","1794","1434549","800","589","377","979","837.24","104.70"
"新北市新店區","太平里","994","928068","934","638","378","1147","990.83","106.12"
"新北市新店區","中央里","2218","3175545","1432","873","433","1834","1697.04","118.53"
"新北市新店區","百和里","1106","1122400","1015","664","377","1302","1133.51","111.69"
"新北市新店區","福德里","1255","1206321","961","660","396","1177","1225.11","127.46"
"新北市新店區","福民里","1408","1491911","1060","732","394","1330","1198.37","113.10"
"新北市新店區","百福里","1297","1398504","1078","716","400","1363","1171.81","108.68"
"新北市新店區","國豐里","1138","1073483","943","663","395","1130","1012.63","107.35"
"新北市新店區","新德里","874","818980","937","633","372","1146","1048.89","111.94"
"新北市新店區","五峰里","2763","3236726","1171","703","397","1360","2031.38","173.41"
"新北市新店區","中華里","1445","1748544","1210","714","397","1490","1975.07","163.22"
"新北市新店區","忠誠里","904","930675","1030","690","372","1286","1474.05","143.18"
"新北市新店區","永安里","1537","1176017","765","578","379","936","661.02","86.39"
"新北市新店區","新店里","569","499395","878","592","357","1138","875.92","99.80"
"新北市新店區","大同里","1445","1568303","1085","689","385","1290","1357.75","125.10"
"新北市新店區","玫瑰里","1812","1422372","785","595","368","991","948.34","120.81"
"新北市新店區","日興里","1523","1076349","707","546","366","866","648.08","91.70"
"新北市新店區","寶福里","2435","2811377","1155","738","401","1381","1396.75","120.98"
"新北市新店區","安和里","2379","2317117","974","691","412","1219","960.86","98.65"
"新北市新店區","明城里","1171","1261546","1077","702","391","1335","1267.66","117.67"
"新北市新店區","吉祥里","1504","1285921","855","644","383","1064","801.93","93.79"
"新北市新店區","小城里","1243","1266805","1019","680","396","1216","1318.45","129.37"
"新北市新店區","香坡里","3362","3682213","1095","729","421","1339","2139.04","195.30"
"新北市新店區","建國里","1019","1018124","999","683","370","1251","1196.33","119.74"
"新北市新店區","復興里","1064","941190","885","630","386","1126","839.57","94.91"
"新北市新店區","美城里","822","607506","739","561","345","924","615.30","83.25"
"新北市新店區","安昌里","1761","1734920","985","728","411","1275","925.06","93.90"
"新北市新店區","長春里","946","1439805","1522","900","433","1778","6040.31","396.87"
"新北市新店區","新和里","1337","1102258","824","633","385","1077","698.43","84.72"
"新北市新店區","永平里","1716","1541650","898","676","389","1134","829.95","92.38"
