"縣市別","村里","納稅單位(戶)","綜合所得總額","平均數","中位數","第一分位數","第三分位數","標準差","變異係數"
"新北市三峽區","溪東里","846","492223","582","386","207","709","816.89","140.40"
"新北市三峽區","成福里","250","127323","509","382","188","660","498.00","97.78"
"新北市三峽區","安坑里","296","166340","562","397","186","698","575.26","102.37"
"新北市三峽區","竹崙里","419","242052","578","353","186","637","832.95","144.19"
"新北市三峽區","金圳里","101","58353","578","354","133","716","738.02","127.74"
"新北市三峽區","五寮里","144","82428","572","393","188","636","744.84","130.12"
"新北市三峽區","插角里","110","88834","808","448","221","722","1250.17","154.80"
"新北市三峽區","有木里","78","52628","675","493","225","828","717.84","106.39"
"新北市三峽區","安溪里","2246","1419875","632","437","214","794","825.48","130.58"
"新北市三峽區","中正里","1462","837239","573","407","206","735","603.18","105.33"
"新北市三峽區","介壽里","1908","1068738","560","397","199","699","617.40","110.22"
"新北市三峽區","二鬮里","1037","599415","578","385","185","692","712.36","123.24"
"新北市三峽區","龍恩里","2544","2938387","1155","698","302","1484","1430.98","123.89"
"新北市三峽區","龍學里","5563","6933186","1246","789","350","1596","1538.80","123.47"
"新北市三峽區","其他","3","401","134","125","115","149","34.64","25.89"
"新北市三峽區","合計","33192","26304875","793","487","233","966","1060.34","133.80"
"新北市鶯歌區","東鶯里","327","272806","834","475","214","971","1127.09","135.10"
"新北市鶯歌區","西鶯里","700","448588","641","460","226","767","700.12","109.25"
"新北市鶯歌區","南鶯里","1783","1313618","737","459","226","867","1050.87","142.64"
"新北市鶯歌區","北鶯里","1326","1178388","889","520","251","1115","1223.63","137.69"
"新北市鶯歌區","中鶯里","292","215400","738","483","237","896","851.73","115.46"
"新北市鶯歌區","建德里","139","80243","577","422","222","673","610.59","105.77"
"新北市鶯歌區","同慶里","463","321173","694","411","212","864","1102.26","158.90"
"新北市鶯歌區","南靖里","1012","668965","661","426","219","782","803.68","121.58"
"新北市鶯歌區","尖山里","3207","2282294","712","479","249","887","814.03","114.39"
"新北市鶯歌區","二橋里","2632","1646383","626","433","224","782","696.98","111.42"
"新北市鶯歌區","二甲里","242","136238","563","409","210","671","684.32","121.56"
"新北市鶯歌區","東湖里","72","56218","781","452","216","839","1162.65","148.90"
"新北市鶯歌區","中湖里","1674","1033912","618","410","215","721","1606.01","260.03"
"新北市鶯歌區","鳳鳴里","2446","1917574","784","533","264","1006","841.89","107.39"
"新北市鶯歌區","永昌里","2539","1668001","657","438","229","801","810.58","123.39"
"新北市鶯歌區","永吉里","1477","891705","604","413","227","780","588.99","97.56"
"新北市鶯歌區","鳳福里","1586","1108418","699","488","245","892","864.36","123.68"
"新北市鶯歌區","大湖里","1459","927181","635","410","216","780","745.62","117.33"
"新北市鶯歌區","建國里","2294","1608359","701","439","222","846","1075.88","153.45"
"新北市鶯歌區","鳳祥里","1293","810667","627","419","208","758","735.64","117.33"
"新北市鶯歌區","其他","0","0","0","0","0","0","0.00","0.00"
"新北市鶯歌區","合計","26963","18586132","689","451","230","845","933.82","135.47"
"新北市樹林區","樹東里","381","298006","782","484","222","874","980.80","125.39"
"新北市樹林區","彭厝里","1557","874389","562","395","208","703","572.59","101.96"
"新北市樹林區","樹西里","1666","1405142","843","539","261","1087","923.81","109.53"
"新北市樹林區","坡內里","499","305362","612","373","194","665","822.76","134.45"
"新北市樹林區","樹北里","303","270684","893","553","228","1062","1113.93","124.69"
"新北市樹林區","潭底里","1308","910053","696","428","228","834","955.79","137.37"
"新北市樹林區","󿾵寮里","1553","893166","575","408","208","732","650.62","113.13"
"新北市樹林區","三多里","1268","766662","605","396","216","737","721.23","119.29"
"新北市樹林區","東山里","986","612671","621","406","206","753","838.23","134.90"
"新北市樹林區","樂山里","577","419304","727","456","238","810","1218.30","167.65"
"新北市樹林區","東園里","497","311496","627","438","231","783","673.51","107.46"
"新北市樹林區","西園里","507","286995","566","392","198","692","647.48","114.38"
"新北市樹林區","南園里","5370","6692414","1246","776","336","1616","1532.27","122.95"
"新北市樹林區","北園里","642","391969","611","406","194","719","792.52","129.81"
"新北市樹林區","柑園里","3547","4687231","1321","780","325","1702","1895.59","143.45"
"新北市樹林區","樹南里","1382","964373","698","470","239","868","751.99","107.76"
"新北市樹林區","樹德里","1119","866046","774","496","248","934","1142.02","147.56"
"新北市樹林區","樹人里","999","779348","780","457","229","903","992.71","127.25"
"新北市樹林區","保安里","1941","1389149","716","454","229","865","978.13","136.67"
"新北市樹林區","三福里","1118","696934","623","421","214","762","729.42","117.01"
"新北市樹林區","三興里","1181","646906","548","386","203","676","617.24","112.69"
"新北市樹林區","大同里","1179","836359","709","475","234","904","767.90","108.25"
"新北市樹林區","彭福里","1759","1289219","733","484","242","913","920.10","125.54"
"新北市樹林區","東陽里","1907","1214302","637","428","216","799","747.87","117.45"
"新北市樹林區","東昇里","1695","1239659","731","473","240","898","908.03","124.16"
"新北市樹林區","和平里","1148","736154","641","438","236","805","729.62","113.78"
"新北市樹林區","圳福里","1354","859286","635","424","214","789","737.87","116.27"
"新北市樹林區","圳安里","1204","734034","610","414","215","743","757.69","124.28"
"新北市樹林區","樹興里","1141","796145","698","440","219","853","818.50","117.30"
"新北市樹林區","彭興里","1756","968486","552","379","207","707","585.75","106.21"
"新北市樹林區","文林里","1625","1115057","686","470","228","836","820.76","119.61"
"新北市樹林區","光興里","1274","701478","551","393","205","697","586.34","106.49"
"新北市樹林區","金寮里","1338","866093","647","445","218","779","888.81","137.31"
"新北市樹林區","中山里","1682","1186228","705","443","237","864","881.47","124.99"
"新北市樹林區","山佳里","1782","1117741","627","427","231","802","690.90","110.15"
"新北市樹林區","育英里","1109","951624","858","493","256","961","1290.24","150.36"
"新北市樹林區","樹福里","1255","1308165","1042","592","282","1348","1248.08","119.74"
"新北市樹林區","中華里","1120","711911","636","437","223","849","627.85","98.78"
"新北市樹林區","太順里","830","469850","566","390","205","694","655.33","115.77"
"新北市樹林區","圳民里","911","602208","661","438","232","781","1161.14","175.65"
"新北市樹林區","圳生里","546","324770","595","380","192","710","849.80","142.87"
"新北市樹林區","三龍里","756","503543","666","415","213","810","800.13","120.13"
"新北市樹林區","其他","1","1383","1383","1383","1383","1383","0.00","0.00"
"新北市樹林區","合計","55773","43001997","771","469","235","924","1054.88","136.82"
"新北市中和區","中原里","3740","5270345","1409","792","340","1722","2705.77","192.01"
"新北市中和區","平河里","3168","2659769","840","514","262","1076","948.77","113.01"
"新北市中和區","力行里","2183","1992170","913","593","276","1190","1052.81","115.37"
"新北市中和區","枋寮里","1215","1048804","863","546","266","1030","1101.92","127.65"
"新北市中和區","廟美里","1434","1133862","791","504","240","959","1005.42","127.16"
"新北市中和區","瓦磘里","1841","1661272","902","547","280","1125","1084.32","120.16"
"新北市中和區","積穗里","2842","2596296","914","563","264","1108","1217.11","133.23"
"新北市中和區","瑞穗里","774","650025","840","533","257","1044","1045.93","124.54"
"新北市中和區","灰磘里","198","147657","746","426","207","864","1534.56","205.78"
"新北市中和區","錦和里","1764","1466262","831","525","246","1013","1011.52","121.69"
"新北市中和區","內南里","1446","944042","653","448","223","813","755.57","115.73"
"新北市中和區","外南里","1438","1091316","759","471","239","917","907.79","119.62"
"新北市中和區","頂南里","915","696260","761","496","253","917","864.04","113.55"
"新北市中和區","橫路里","84","40801","486","329","141","603","566.25","116.58"
"新北市中和區","連和里","1004","986526","983","632","286","1215","1209.34","123.08"
"新北市中和區","漳和里","1352","1415902","1047","616","290","1204","1930.03","184.29"
"新北市中和區","秀山里","1452","1151051","793","513","253","981","950.61","119.91"
"新北市中和區","員山里","2176","2062924","948","546","278","1157","1430.24","150.86"
"新北市中和區","安樂里","1276","1348149","1057","670","318","1362","1206.45","114.19"
"新北市中和區","壽德里","1442","1217741","844","542","243","1120","918.33","108.74"
"新北市中和區","新南里","3014","3075457","1020","648","282","1331","1158.50","113.53"
"新北市中和區","崇南里","1555","1371080","882","563","268","1137","991.81","112.49"
"新北市中和區","東南里","1310","1132259","864","472","232","932","1936.42","224.04"
"新北市中和區","秀明里","1775","1554531","876","569","253","1078","1127.11","128.70"
"新北市中和區","安平里","2281","2696187","1182","676","309","1472","1566.23","132.50"
"新北市中和區","景平里","2214","2074440","937","581","268","1194","1149.73","122.71"
"新北市中和區","嘉穗里","924","680228","736","477","230","944","878.64","119.35"
"新北市中和區","景安里","1698","1560147","919","549","256","1154","1239.89","134.94"
"新北市中和區","連城里","2204","1957570","888","531","260","1074","1245.06","140.18"
"新北市中和區","福美里","1287","900978","700","476","249","872","866.39","123.76"
"新北市中和區","安和里","1074","1088951","1014","621","286","1210","1296.45","127.86"
"新北市中和區","中安里","1692","1796570","1062","645","297","1323","1395.86","131.46"
"新北市中和區","泰安里","1117","855219","766","487","224","961","929.79","121.44"
"新北市中和區","華南里","1591","1607774","1011","547","265","1193","1318.48","130.47"
"新北市中和區","秀峰里","1767","1347721","763","478","244","966","1051.46","137.86"
"新北市中和區","秀水里","1177","830055","705","484","235","889","747.19","105.95"
"新北市中和區","景南里","974","750526","771","467","229","938","964.81","125.21"
"新北市中和區","復興里","1513","1179521","780","480","242","917","1577.47","202.35"
"新北市中和區","和興里","1492","1409865","945","550","256","1145","1361.54","144.09"
"新北市中和區","南山里","1880","1914415","1018","610","279","1276","1329.19","130.53"
"新北市中和區","景新里","1124","848249","755","465","220","891","933.89","123.75"
"新北市中和區","景福里","2231","2214564","993","591","276","1172","1412.81","142.33"
"新北市中和區","清穗里","1067","810364","759","496","253","959","841.85","110.85"
"新北市中和區","佳和里","1654","1422812","860","544","244","1049","1095.40","127.34"
"新北市中和區","德穗里","1419","1188185","837","506","239","1012","1071.48","127.96"
"新北市中和區","嘉新里","1207","835970","693","473","234","884","788.36","113.83"
"新北市中和區","建和里","1153","910428","790","491","235","996","995.51","126.07"
"新北市中和區","仁和里","1215","857490","706","471","242","921","778.27","110.27"
"新北市中和區","秀景里","2199","2037773","927","553","265","1148","1196.15","129.08"
"新北市中和區","中正里","1158","771380","666","430","221","843","757.29","113.69"
"新北市中和區","福善里","1458","1115823","765","497","240","933","963.78","125.93"
"新北市中和區","福真里","1268","972713","767","499","249","945","958.32","124.92"
"新北市中和區","秀仁里","1061","1076113","1014","619","268","1314","1332.71","131.40"
"新北市中和區","忠孝里","1367","922319","675","462","220","857","788.91","116.93"
"新北市中和區","民享里","750","510687","681","471","239","834","795.60","116.84"
"新北市中和區","民生里","1327","1125967","849","549","266","1025","993.26","117.06"
"新北市中和區","國光里","1291","962841","746","490","246","989","781.76","104.82"
"新北市中和區","福和里","1120","839802","750","476","239","933","878.40","117.15"
"新北市中和區","秀成里","1105","937020","848","539","276","1036","1148.06","135.39"
"新北市中和區","秀福里","1726","1522785","882","567","267","1087","1069.58","121.23"
"新北市中和區","華新里","2600","2033419","782","540","265","1038","828.51","105.94"
"新北市中和區","壽南里","795","643625","810","519","276","1049","911.79","112.62"
"新北市中和區","文元里","1531","1043396","682","469","246","830","812.36","119.20"
"新北市中和區","明德里","1140","763113","669","455","240","855","777.82","116.20"
"新北市中和區","信和里","1173","793109","676","447","233","846","799.94","118.31"
"新北市中和區","福祥里","1571","1241291","790","470","232","967","1024.54","129.67"
"新北市中和區","景文里","1497","1686486","1127","617","294","1352","1654.06","146.82"
"新北市中和區","錦昌里","764","849877","1112","596","273","1305","1517.78","136.44"
"新北市中和區","民安里","1646","1271836","773","507","243","1011","813.03","105.22"
"新北市中和區","安穗里","1501","1237851","825","523","256","1011","965.33","117.05"
"新北市中和區","明穗里","1467","1209775","825","505","244","1052","985.73","119.53"
"新北市中和區","自強里","1509","1107121","734","497","250","941","754.30","102.81"
"新北市中和區","正行里","1014","924803","912","566","274","1118","1179.44","129.32"
"新北市中和區","德行里","2380","2594774","1090","706","339","1406","1207.22","110.73"
"新北市中和區","安順里","1570","1471996","938","573","280","1114","1326.78","141.51"
"新北市中和區","宜安里","693","641672","926","600","284","1155","1036.65","111.96"
"新北市中和區","秀義里","877","727104","829","540","277","1076","954.01","115.07"
"新北市中和區","秀士里","768","622922","811","527","247","1030","981.57","121.02"
"新北市中和區","興南里","881","637050","723","473","248","869","864.34","119.53"
"新北市中和區","景本里","616","446283","724","475","219","891","915.21","126.33"
"新北市中和區","中興里","2433","2442217","1004","619","288","1295","1184.25","117.98"
"新北市中和區","吉興里","1078","1091303","1012","607","285","1305","1188.00","117.35"
"新北市中和區","福南里","1319","981272","744","456","227","858","1021.89","137.36"
"新北市中和區","正南里","936","623729","666","455","219","841","742.63","111.44"
"新北市中和區","錦盛里","1135","730819","644","452","242","829","643.15","99.88"
"新北市中和區","中山里","850","682397","803","502","254","925","1092.98","136.14"
"新北市中和區","冠穗里","1043","832057","798","518","251","934","969.10","121.48"
"新北市中和區","嘉慶里","1234","858212","695","456","223","846","806.45","115.96"
"新北市中和區","錦中里","1237","951842","769","493","243","980","943.73","122.65"
"新北市中和區","員富里","1208","1005535","832","526","252","974","1053.42","126.55"
"新北市中和區","民有里","821","562032","685","473","220","853","731.08","106.79"
"新北市中和區","碧河里","1924","2086251","1084","607","285","1339","1400.47","129.16"
"新北市中和區","國華里","1032","796453","772","517","265","999","803.99","104.18"
"新北市中和區","其他","15","23497","1566","322","45","687","4120.18","263.02"
"新北市中和區","合計","133441","116863071","876","537","258","1076","1198.61","136.86"
"新北市土城區","埤塘里","1142","770329","675","453","226","849","706.99","104.81"
"新北市土城區","土城里","608","462936","761","441","225","897","1143.42","150.17"
"新北市土城區","員林里","3345","3866683","1156","724","327","1419","2604.48","225.31"
"新北市土城區","貨饒里","1670","1549238","928","563","276","1134","1203.23","129.70"
"新北市土城區","柑林里","1771","1740499","983","670","308","1276","1077.64","109.65"
"新北市土城區","埤林里","2898","2475523","854","539","259","1052","1031.89","120.80"
"新北市土城區","峯廷里","2110","1279003","606","433","225","762","701.73","115.77"
"新北市土城區","廷寮里","1444","969901","672","464","233","854","719.57","107.13"
"新北市土城區","清水里","2455","1627695","663","440","223","849","753.22","113.61"
"新北市土城區","清化里","448","280315","626","411","188","817","770.51","123.14"
"新北市土城區","大安里","1595","1142324","716","456","239","868","913.01","127.48"
"新北市土城區","永寧里","2627","1924088","732","476","235","944","847.85","115.76"
"新北市土城區","祖田里","467","245771","526","391","210","677","485.97","92.34"
"新北市土城區","頂埔里","1620","1221681","754","482","244","933","945.51","125.38"
"新北市土城區","沛陂里","1658","1200024","724","450","235","872","1018.52","140.72"
"新北市土城區","頂新里","1095","1107964","1012","657","305","1306","1110.02","109.70"
"新北市土城區","長風里","694","577991","833","493","248","1027","1011.58","121.46"
"新北市土城區","頂福里","1653","1087102","658","454","237","810","731.21","111.18"
"新北市土城區","員仁里","1808","1163271","643","413","209","781","786.02","122.17"
"新北市土城區","日新里","1399","940545","672","425","212","852","822.70","122.37"
"新北市土城區","瑞興里","862","683776","793","477","239","864","2475.39","312.06"
"新北市土城區","清溪里","2097","1575443","751","491","238","941","915.78","121.90"
"新北市土城區","清和里","1906","1178318","618","424","226","763","712.80","115.30"
"新北市土城區","永豐里","1425","1227494","861","511","276","1079","1042.28","121.00"
"新北市土城區","日和里","2724","2658917","976","560","275","1198","1251.93","128.26"
"新北市土城區","平和里","2177","1408208","647","435","225","782","1340.63","207.25"
"新北市土城區","樂利里","1605","1147609","715","496","251","906","773.93","108.24"
"新北市土城區","廣福里","1891","1449277","766","514","258","976","827.90","108.02"
"新北市土城區","學府里","1074","792070","737","482","252","906","837.44","113.55"
"新北市土城區","延壽里","1335","821443","615","425","225","775","642.54","104.42"
"新北市土城區","安和里","1653","1132704","685","452","240","853","784.44","114.48"
"新北市土城區","青雲里","1268","1033408","815","560","274","1088","835.66","102.54"
"新北市土城區","員福里","1734","1168840","674","436","226","827","800.96","118.82"
"新北市土城區","延吉里","1114","638431","573","401","202","756","619.66","108.12"
"新北市土城區","復興里","1431","1077014","753","470","248","905","883.21","117.35"
"新北市土城區","裕生里","1767","1384200","783","477","224","1001","1132.14","144.52"
"新北市土城區","員信里","1456","1056257","725","453","234","880","943.58","130.07"
"新北市土城區","延和里","2183","1613155","739","474","238","909","875.26","118.44"
"新北市土城區","學成里","1080","780390","723","482","254","923","758.66","104.99"
"新北市土城區","永富里","1686","1099059","652","444","227","839","711.13","109.09"
"新北市土城區","中正里","1093","833971","763","500","235","989","867.24","113.66"
"新北市土城區","學士里","1754","1624188","926","572","272","1263","1022.43","110.41"
"新北市土城區","明德里","2409","2584572","1073","665","298","1369","1589.18","148.12"
"新北市土城區","廣興里","1192","884270","742","488","255","994","743.74","100.26"
"新北市土城區","青山里","825","539979","655","454","226","854","662.20","101.17"
"新北市土城區","金城里","2030","1484662","731","468","230","966","842.07","115.14"
"新北市土城區","延祿里","1199","720281","601","433","210","777","660.06","109.88"
"新北市土城區","其他","6","2427","405","452","192","511","295.19","72.97"
"新北市土城區","合計","75483","58233247","771","487","243","955","1106.39","143.41"
"新北市瑞芳區","龍潭里","241","174272","723","434","244","883","1016.34","140.55"
"新北市瑞芳區","龍鎮里","365","218849","600","440","220","781","583.11","97.25"
"新北市瑞芳區","龍山里","402","221051","550","400","196","705","544.64","99.05"
"新北市瑞芳區","龍川里","519","310450","598","387","191","764","680.57","113.78"
"新北市瑞芳區","龍安里","163","100808","618","379","224","796","694.91","112.36"
"新北市瑞芳區","柑坪里","301","168171","559","405","212","667","599.67","107.33"
"新北市瑞芳區","爪峯里","1125","584676","520","391","209","670","501.99","96.59"
"新北市瑞芳區","基山里","85","44875","528","325","178","658","575.29","108.97"
"新北市瑞芳區","永慶里","80","42499","531","375","168","685","593.92","111.80"
"新北市瑞芳區","崇文里","71","31282","441","275","162","697","397.97","90.33"
"新北市瑞芳區","福住里","20","24929","1246","580","371","918","2017.99","161.90"
"新北市瑞芳區","頌德里","72","30471","423","362","161","609","319.53","75.50"
"新北市瑞芳區","瓜山里","48","41010","854","470","274","1228","899.91","105.33"
"新北市瑞芳區","石山里","69","54094","784","454","229","914","902.87","115.17"
"新北市瑞芳區","新山里","84","47034","560","420","283","703","505.64","90.30"
"新北市瑞芳區","銅山里","33","19546","592","327","160","645","763.84","128.96"
"新北市瑞芳區","龍興里","629","439463","699","447","223","900","781.64","111.88"
"新北市瑞芳區","濓洞里","113","63975","566","363","174","694","614.25","108.49"
"新北市瑞芳區","吉慶里","539","273911","508","391","204","677","460.38","90.59"
"新北市瑞芳區","傑魚里","560","289440","517","370","178","619","834.16","161.39"
"新北市瑞芳區","上天里","362","177630","491","386","210","574","507.55","103.44"
"新北市瑞芳區","猴硐里","80","43033","538","442","226","710","472.52","87.84"
"新北市瑞芳區","光復里","51","24641","483","335","150","615","493.06","102.05"
"新北市瑞芳區","弓橋里","73","42316","580","314","144","698","724.71","125.02"
"新北市瑞芳區","碩仁里","24","15945","664","338","147","701","861.47","129.67"
"新北市瑞芳區","海濱里","308","170417","553","371","175","671","615.14","111.18"
"新北市瑞芳區","深澳里","271","154871","571","368","178","735","810.48","141.82"
"新北市瑞芳區","鼻頭里","162","99040","611","350","162","739","803.46","131.42"
"新北市瑞芳區","南雅里","56","28615","511","367","148","693","524.27","102.60"
"新北市瑞芳區","吉安里","876","489784","559","405","212","712","605.30","108.26"
"新北市瑞芳區","濓新里","62","23010","371","245","111","527","338.23","91.14"
"新北市瑞芳區","瑞濱里","469","243072","518","397","209","658","476.49","91.94"
"新北市瑞芳區","東和里","460","227224","494","355","184","641","482.58","97.70"
"新北市瑞芳區","新峰里","1055","615056","583","421","217","762","575.35","98.69"
"新北市瑞芳區","其他","2","654","327","327","178","476","421.10","128.83"
"新北市瑞芳區","合計","9830","5536113","563","397","201","711","633.66","112.51"
"新北市平溪區","薯榔里","88","39564","450","371","199","569","408.08","90.77"
"新北市平溪區","白石里","61","27588","452","346","190","576","402.75","89.05"
"新北市平溪區","菁桐里","55","27490","500","392","244","645","420.03","84.04"
"新北市平溪區","平溪里","44","23183","527","347","208","564","563.59","106.96"
"新北市平溪區","石底里","92","63326","688","408","235","821","776.98","112.88"
"新北市平溪區","嶺腳里","132","66522","504","379","159","626","504.60","100.13"
"新北市平溪區","東勢里","74","56971","770","323","183","676","1324.07","171.99"
"新北市平溪區","平湖里","33","20513","622","458","247","709","692.83","111.46"
"新北市平溪區","南山里","81","51846","640","423","203","664","1115.93","174.35"
"新北市平溪區","新寮里","23","13568","590","364","189","567","783.24","132.77"
"新北市平溪區","十分里","146","89385","612","405","219","663","930.49","151.98"
"新北市平溪區","望古里","30","21539","718","520","239","952","741.28","103.25"
"新北市平溪區","其他","0","0","0","0","0","0","0.00","0.00"
"新北市平溪區","合計","859","501495","584","384","208","658","794.93","136.16"
"新北市雙溪區","雙溪里","108","54150","501","370","172","712","453.41","90.43"
"新北市雙溪區","共和里","84","42391","505","406","199","698","464.15","91.97"
"新北市雙溪區","新基里","171","112919","660","439","240","697","992.63","150.32"
"新北市雙溪區","魚行里","160","98959","618","422","221","797","637.95","103.15"
"新北市雙溪區","三港里","76","53858","709","481","253","842","735.86","103.84"
"新北市雙溪區","牡丹里","331","169691","513","390","210","662","508.53","99.19"
"新北市雙溪區","三貂里","68","48623","715","406","230","864","835.25","116.81"
"新北市雙溪區","平林里","236","136571","579","406","178","725","593.20","102.51"
"新北市雙溪區","上林里","137","76081","555","424","245","758","475.17","85.56"
"新北市雙溪區","外柑里","69","41460","601","413","218","717","691.16","115.03"
"新北市雙溪區","長源里","73","51252","702","436","255","812","887.22","126.37"
"新北市雙溪區","泰平里","344","247147","718","437","212","824","1218.55","169.61"
"新北市雙溪區","其他","0","0","0","0","0","0","0.00","0.00"
"新北市雙溪區","合計","1857","1133102","610","413","212","748","793.71","130.08"
"新北市貢寮區","貢寮里","178","93311","524","393","220","649","499.47","95.28"
"新北市貢寮區","雙玉里","145","128411","886","442","227","848","1480.00","167.12"
"新北市貢寮區","龍崗里","91","41217","453","345","218","614","346.94","76.60"
"新北市貢寮區","吉林里","97","54612","563","368","251","731","657.23","116.74"
"新北市貢寮區","龍門里","129","70216","544","376","209","735","504.75","92.73"
"新北市貢寮區","福隆里","345","203925","591","397","199","732","696.48","117.83"
"新北市貢寮區","福連里","154","83228","540","396","174","641","706.66","130.75"
"新北市貢寮區","仁里里","428","250826","586","375","195","691","704.24","120.17"
"新北市貢寮區","真理里","410","238615","582","393","209","722","685.00","117.70"
"新北市貢寮區","美豐里","133","67540","508","377","203","679","469.78","92.51"
"新北市貢寮區","和美里","196","121221","618","430","208","711","984.02","159.10"
"新北市貢寮區","其他","0","0","0","0","0","0","0.00","0.00"
"新北市貢寮區","合計","2306","1353121","587","392","205","709","758.56","129.27"
"新北市金山區","和平里","110","76793","698","449","230","770","821.24","117.64"
"新北市金山區","大同里","180","111917","622","412","228","742","931.20","149.77"
"新北市金山區","豐漁里","102","49675","487","323","172","691","511.19","104.97"
"新北市金山區","磺港里","391","195205","499","356","189","610","546.45","109.45"
"新北市金山區","美田里","1225","761879","622","414","204","802","728.21","117.09"
"新北市金山區","五湖里","478","305172","638","395","216","717","940.75","147.35"
"新北市金山區","重和里","340","229477","675","395","207","693","1194.14","176.93"
"新北市金山區","兩湖里","86","44779","521","258","142","490","740.38","142.19"
"新北市金山區","六股里","160","92816","580","439","217","681","574.64","99.06"
"新北市金山區","三界里","139","87293","628","347","166","718","1753.20","279.17"
"新北市金山區","清泉里","190","119745","630","383","188","672","1241.70","197.02"
"新北市金山區","西湖里","46","36480","793","380","214","818","1256.05","158.38"
"新北市金山區","萬壽里","102","47206","463","353","164","609","428.62","92.61"
"新北市金山區","永興里","122","67183","551","386","185","738","553.24","100.47"
"新北市金山區","金美里","1519","861579","567","395","209","714","634.94","111.94"
"新北市金山區","其他","0","0","0","0","0","0","0.00","0.00"
"新北市金山區","合計","5190","3087200","595","395","202","720","820.74","137.98"
"新北市萬里區","萬里里","1266","721879","570","394","219","683","707.35","124.05"
"新北市萬里區","龜吼里","628","385585","614","373","193","764","763.75","124.39"
"新北市萬里區","野柳里","707","401251","568","392","215","704","642.18","113.15"
"新北市萬里區","大鵬里","716","416841","582","405","210","713","735.79","126.39"
"新北市萬里區","磺潭里","148","93354","631","422","233","758","696.89","110.48"
"新北市萬里區","雙興里","221","159949","724","479","254","867","837.71","115.75"
"新北市萬里區","溪底里","127","84170","663","495","305","787","606.44","91.50"
"新北市萬里區","崁脚里","93","52796","568","381","193","658","836.02","147.27"
"新北市萬里區","中幅里","270","154125","571","385","206","672","665.43","116.57"
"新北市萬里區","北基里","667","311128","466","343","175","596","470.52","100.87"
"新北市萬里區","其他","0","0","0","0","0","0","0.00","0.00"
"新北市萬里區","合計","4843","2781077","574","392","211","699","688.48","119.89"
"新北市淡水區","草東里","257","211013","821","444","206","1072","1017.75","123.96"
"新北市淡水區","長庚里","473","380437","804","485","227","958","1027.57","127.76"
"新北市淡水區","清文里","326","210225","645","405","182","725","993.15","154.01"
"新北市淡水區","鄧公里","2238","2179030","974","586","254","1181","1857.01","190.73"
"新北市淡水區","永吉里","276","187881","681","432","250","897","685.14","100.65"
"新北市淡水區","協元里","406","239106","589","389","181","753","673.97","114.44"
"新北市淡水區","民安里","206","182757","887","401","178","905","2039.67","229.91"
"新北市淡水區","新生里","166","101076","609","425","207","790","609.02","100.02"
"新北市淡水區","文化里","547","381254","697","481","210","936","722.47","103.65"
"新北市淡水區","油車里","1772","1233805","696","430","212","844","981.44","140.95"
"新北市淡水區","沙崙里","1781","1373581","771","453","226","923","1132.37","146.82"
"新北市淡水區","水碓里","1836","1256680","684","450","214","839","857.45","125.27"
"新北市淡水區","北投里","3974","3676323","925","633","284","1226","985.78","106.56"
"新北市淡水區","崁頂里","9292","8399556","904","607","269","1140","1250.42","138.33"
"新北市淡水區","屯山里","295","162307","550","409","216","644","652.62","118.62"
"新北市淡水區","中和里","147","79826","543","405","170","683","544.62","100.29"
"新北市淡水區","水源里","581","389088","670","392","206","806","1167.70","174.36"
"新北市淡水區","忠寮里","288","214787","746","482","244","796","1183.50","158.69"
"新北市淡水區","樹興里","532","505004","949","564","282","1156","1307.01","137.69"
"新北市淡水區","埤島里","725","588588","812","533","248","1026","904.54","111.42"
"新北市淡水區","興仁里","443","312207","705","433","214","776","964.14","136.81"
"新北市淡水區","義山里","698","386980","554","379","198","679","766.89","138.32"
"新北市淡水區","蕃薯里","303","166076","548","381","187","628","683.34","124.67"
"新北市淡水區","忠山里","258","173341","672","418","186","832","863.38","128.51"
"新北市淡水區","賢孝里","432","266912","618","369","187","707","985.47","159.50"
"新北市淡水區","竿蓁里","4633","4760493","1028","638","279","1262","1779.43","173.18"
"新北市淡水區","坪頂里","479","411781","860","491","231","1013","1235.31","143.70"
"新北市淡水區","八勢里","3033","3924295","1294","748","314","1490","2306.53","178.27"
"新北市淡水區","竹圍里","2253","2026117","899","524","254","1146","1138.28","126.57"
"新北市淡水區","中興里","1173","735174","627","414","209","765","692.10","110.43"
"新北市淡水區","福德里","2730","3002214","1100","638","301","1313","1719.62","156.37"
"新北市淡水區","民生里","2761","2423820","878","555","259","1102","1045.71","119.12"
"新北市淡水區","新興里","2670","1930761","723","463","219","942","895.31","123.81"
"新北市淡水區","新義里","1254","760441","606","397","204","735","852.45","140.57"
"新北市淡水區","新春里","3405","2779360","816","544","258","1071","890.48","109.09"
"新北市淡水區","新民里","1556","1277833","821","494","236","1002","1072.14","130.55"
"新北市淡水區","正德里","1713","1251996","731","475","225","972","823.85","112.72"
"新北市淡水區","北新里","1017","828830","815","495","244","1031","1151.32","141.27"
"新北市淡水區","幸福里","1157","796785","689","443","221","875","845.10","122.72"
"新北市淡水區","學府里","1546","1068365","691","433","203","865","839.17","121.43"
"新北市淡水區","民權里","1772","1844998","1041","592","266","1287","1560.92","149.92"
"新北市淡水區","大庄里","4304","3626080","842","511","239","1049","1644.55","195.20"
"新北市淡水區","其他","3","875","292","235","174","381","212.45","72.82"
